PMID,TI,AB,JT,DP,PL,YY,year
6464823,Locus of control and delinquency.,"A sample of delinquent and nondelinquent male adolescents was assessed with respect to locus of control and intellectual achievement responsibility. Data were also gathered concerning age, family size, birth order, socioeconomic status, race, and school grade. Results were subjected to a multivariate analysis and showed support for a multidimensional model of locus of control. There was no difference in expectancy of control for negative academic events between delinquents and nondelinquents. In general, birth order and delinquency were the two most important determinants of locus of control. Results are discussed in terms of previous literature on locus of control with particular consideration paid to expectations of control.",Adolescence,1984 Summer,United States,1984,80
28514037,"Socioeconomic correlates of fertility, mortality, and child survival in mothers from a disadvantaged, urban Guatemalan community.","Social and economic determinants of fertility, mortality, and child survival were studied in a sample of 519 mothers from EL Progreso, a disadvantaged community located on the outskirts of Guatemala city. Fertility (children ever-born) and mortality (number of children who had died postnatally) data were obtained from interviews, along with data on the characteristics of the mothers, fathers, and the households. Contraceptive use was recorded on a subsample of 167 mothers of 5-year old children. Following factor analyses, three variables were selected for analysis: Years of schooling of the father and the mother and the type of fuel used for cooking. Father's education and type of fuel were significantly related to maternal fertility, while only the educational attainment of the mother was related to child mortality and survival. When contraceptive use was included in the ANCOVA in the subsample, it was a significant determinant of fertility, while father's education became nonsignificant. In terms of mortality, contraceptive use was a significant determinant, while the significance of the mother's education fell to a borderline value (P = 0.084).",American journal of human biology : the official journal of the Human Biology Council,1989,United States,1989,80
7208724,Socio-cultural factors in the development of anorexia nervosa.,"A population of professional dance (N = 183) and modelling (N = 56) students, who by career choice must focus increased attention and control over their body shapes, was studied. Height and weight data were obtained on all subjects. In addition, a questionnaire that is useful in assessing the symptoms of anorexia nervosa, the Eating Attitudes Test (EAT), was administered. Results of these tests were compared with those of normal female university students (N = 59), patients with anorexia nervosa (N = 68), and music students (N = 35). Anorexia nervosa and excessive dieting concerns were overrepresented in the dance and modelling students. Twelve cases (6.5%) of primary anorexia nervosa were detected in the dance group. All but one case developed the disorder while studying dance. Within the dance group those from the most competitive environments had the greatest frequency of anorexia nervosa. These data suggest that both pressures to be slim and achievement expectations are risk factors in the development of anorexia nervosa. The influence of socio-cultural determinants are discussed within the context of anorexia nervosa as a multidetermined disorder.",Psychological medicine,1980 Nov,England,1980,80
3282449,Lies and liars: psychiatric aspects of prevarication.,"The authors discuss the phenomenon of lying, a common psychic process that has received remarkably little scrutiny. The ubiquity of lying and others forms of deception suggests that they have ""normal"" aspects, but lying which is persistent or destructive to the quality of a person's life becomes pathological. Lying has many determinants, including developmental, biological, social, and psychodynamic. Antisocial, histrionic, narcissistic, borderline, and compulsive personalities have been associated with lying. The treatment of lying needs to be individualized according to the overall symptom complex in which it is embedded.",The American journal of psychiatry,1988 May,United States,1988,80
7280342,Sociological aspects of community-based health intervention programmes. The North Karelia Project as an example.,"The article considers the sociological aspects of community based health intervention programmes using the North Karelia Project as an example. Health programmes are still in the process of institutionalisation. This means that unlike long established disciplines they do not yet have a well-established methodology, clear research evaluation criteria, or known laws or invariances. The social characteristics of health intervention programmes are considered. They may be regarded as action research. A basic dilemma in the aims of health intervention programmes is emphasized; on the one hand to produce a change in the behavior and health status of the population, and on the other hand to discover the laws or invariances, governing them. The solution of this conflict affects the goals, methods and organisation of the programme and is also important in the evaluation of the outcome. The North Karelia Project, like other health intervention programme was launched and given legal force for medical reasons based on epidemiological research into risk factors. However, behaviour affecting health involves many other dimensions than the medical one. The social determinants and functions of health behaviours, and the role of health intervention as an agent of social control are discussed. Finally, the results and evaluation of this community level health intervention programmes are discussed and their practical implications are considered.",Revue d'epidemiologie et de sante publique,1981,France,1981,80
3608944,Seeking medical care for a breast cancer symptom: determinants of intentions to engage in prompt or delay behavior.,"This study examined the cognitive structures underlying women's intentions to delay or not delay seeking medical care for a breast cancer symptom. Middle-aged women imagined that they had just discovered a particular change in their breast, and they completed a questionnaire that assessed variables specified by Ajzen and Fishbein's theory of reasoned action with respect to two alternative courses of action: immediately calling the doctor (i.e., prompt behavior) and monitoring the breast change on one's own (i.e., delay behavior). Also assessed were variables external to the theory that were drawn from previous research on cancer delay. Results showed that intentions to delay were positively associated with having favorable attitudes toward delay and with perceived social pressure to delay; the attitudinal factor, however, was more influential than the social factor in determining intentions. Underlying favorable attitudes toward delay were beliefs that delay would be likely to result in maintaining control over and avoiding the disruption of one's own and others' lives but would be unlikely to result in negative health outcomes. No external variable was found to contribute to intentions to delay above and beyond attitudinal and normative considerations.","Health psychology : official journal of the Division of Health Psychology, American Psychological Association",1987,United States,1987,80
7418140,The epidemiology of plasma high-density lipoprotein cholesterol levels. The Lipid Research Clinics Program Prevalence Study. Summary.,"Correlates of high-density lipoprotein (HDL) cholesterol levels were studied in 4756 white males and females ages 20-59 years examined during a population survey conducted by 10 North American Lipid Research Clinics. Multivariable analysis was used to assess the relation of social, demographic, physical and behavioral characteristics for HDL cholesterol in each of the study populations and in subgroups defined by sex, age and gonadal hormone use. Characteristics associated with higher HDL cholesterol concentrations were a lean body habitus, not smoking, consumption of moderate amounts of alcohol, physical activity or exercise, membership in a high educational stratum, increased age and low dietary consumption of sucrose and starch. Each of these characteristics was examined in detail in its relation to HDL cholesterol concentrations in the respective chapters in this monograph; the purpose of the study reported here was to summarize the findings. When all variables were considered simultaneously in the analysis, body mass, cigarette smoking and alcohol consumption were the attributes most strongly and consistently associated with HDL cholesterol concentrations in the populations examined. These empirical findings from a cross-sectional study replicated across diverse populations were used to derive speculative estimates of the potential for modification of population levels of HDL cholesterol, consistent with hygienic intervention and lifestyle changes. The results of the study were considered in the context of the literature on determinants of HDL cholesterol.",Circulation,1980 Nov,United States,1980,80
3377090,Countertransference envy toward the religious patient.,"Four illustrations have been presented which demonstrate the uses and interpretations of envy in countertransference reactions to religious patients. To be sure, envy reactions to any patient are significant, whether they simply distort the therapist's perception or contribute to a deeper understanding of the patient. In the case of the religious patient, envy reactions in the therapist may serve as an additional instrumentality for under-standing the ways in which the dynamic determinants of religious behavior and metaphor become enmeshed in and also transform the pathology of the patient as well as the therapeutic process itself. Both the constructive and destructive object relational implications of envy must be borne in mind by the therapist in order to adequately explore the range of reciprocating forces between therapist and patient. Primitive mechanisms such as projective identification and psychotic transference are particularly prone to evoke envy reactions of surprising intensities, yet an empathic attitude will usually enable the therapist to differentiate the true source of his envy as he more carefully comprehends the quality of object relational and dynamic needs such envy serves.",American journal of psychoanalysis,1988 Spring,England,1988,80
12282631,Population structure.,"This paper reviews recent new trends in population structure in the world and its major regions in order to access the determinants of those trends and explore issues regarding the recent and projected changes in the age structure of population and the relationships of those changes to social and economic development. In particular, the paper compares the change in age structure projected by the Population Division of the UN Secretariat in its most recent 3 series--namely, those completed in 1984, 1986, and 1988. By and large, the most recent UN assessment projects that a larger proportion of the world population will be aged 60 and over in 2000 and 2025 than was previously estimated. Those changes in projections can be observed for the world and for the more developed countries as a whole, and for the regions of Africa, Latin America, Northern America, East Asia, Europe, and Oceania. While the recommendations of the International Conference on Population called attention to the importance of changes in population structure, this paper recommends urgent government action in planning social programs for the aged because of the greater eminence of population aging in many settings. The case of Japan is used to illustrate the growing importance of increases in life expectancy as a determinant of age structure changes (in relation to fertility decline), a point that is reinforced through a cruder decomposition of UN estimates and projections for several European countries.",Population bulletin of the United Nations,1989,United States,1989,80
12315528,Limits and possibilities relating to family structure and care of the aged in populations with unprecedentedly low fertility.,"""While demographic conditions need not necessarily be prime determinants of the quality of people's lives, there can be no doubt that they determine the limits of that quality. This paper discusses these limits with reference to family and kinship structure, and particularly the wellbeing of the elderly, in European populations (both in Europe and overseas) currently subject to especially high rates of ageing as a result, primarily, of unprecedentedly low fertility. Emphasis is placed on the fact of heterogeneity within populations, the great variety of possible social responses to human needs and demographic conditions, and the fact that the future is fraught with uncertainty, despite the degree of ineluctability associated with certain demographic processes."" Comparative data for Australia are presented.",Journal of the Australian Population Association,1988 Nov,Australia,1988,80
3553013,Preexisting medical problems in the trauma patient: do they matter?,"The answer to the question posed by the title of this chapter (preexisting medical problems in the trauma patient: do they matter?) has by now become obvious. The type and severity of the initial injury are the major determinants of outcome. Trauma prevention is therefore a compelling social goal. Skillful and timely resuscitation efforts favorably affect survival statistics. Even though detailed outcome data do not yet exist in all areas regarding pre-existing illness, it is clear that underlying disease may directly cause trauma, may necessitate modification in trauma management, and may even adversely effect the health-care providers themselves.",International anesthesiology clinics,1987 Spring,United States,1987,80
12266410,"Micro determinants of female migration in a developing country: labor market, demographic marriage market and economic marriage market incentives.","A micro study of inter-regional migration by women in Nicaragua is presented. The authors ""explore three sets of migratory incentives: (1) labor market factors such as usually are emphasized; (2) 'demographic marriage market' considerations (i.e., the probability of having a male companion)...; and (3) 'economic marriage market' considerations (i.e., the expected earnings from a companion given regional labor market conditions and assortative mating)....[They] use estimates of expected outcomes in origin, destination and third regions--conditional upon the woman's characteristics and upon regional differences in labor and marriage markets--to explore the consistency of actual migratory flows with these three sets of migratory incentives."" Data are from a sample of approximately 4,000 women aged 15-45 who were interviewed in 1977-1978.",Research in population economics,1984,United States,1984,80
6366573,Lymphocyte suppression in leprosy induced by unique M. leprae glycolipid.,"Leprosy remains a significant medical and social problem in many developing countries. The varied forms of the disease form a spectrum. At one pole, tuberculoid leprosy, patients develop high levels of cell-mediated immunity which results in the killing and clearing of bacilli in the tissues. At the lepromatous pole, patients exhibit a selective immunological unresponsiveness to antigens of Mycobacterium leprae so that the organisms inexorably multiply in the skin. We have suggested that in lepromatous leprosy one or a small number of unique antigenic determinants present on M. leprae might induce specific suppressor cells that inhibit the reactivity of helper T-cell clones capable of recognizing other specific or cross reactive determinants. Although unique epitopes have been identified by monoclonal antibodies on a small number of M. leprae proteins, the only unique species of antigen present in M. leprae, and not on any other species of mycobacteria so far examined, is a phenolic glycolipid (gly-I). We show here that this unique antigen of M. leprae is capable of inducing suppression of mitogenic responses of lepromatous patients' lymphocytes in vitro and provide evidence that the suppressor T cells recognize the specific terminal trisaccharide moiety.",Nature,1984 Mar 8-14,England,1984,80
2766211,The role of child psychiatrists as consultants to day cares.,"An increasing number of mothers of preschool children in Canada (either by choice or economic necessity) have entered the work force. It is estimated for example that 58-80% of mothers of preschool children are working. In Canada in 1986, 51.6% of women in the work force had children under the age of five (1). It is beyond the scope and intent of this paper to discuss the merits (or possible harm) of day care per se. The aim of this paper is to discuss aspects of the quality of day care, and how this might be improved by child psychiatrists being involved in day care centres and in their organization. Few would doubt that the emotional climate and the development of trusting relationships to significant others, in the first year of life, are essential determinants of the healthy personality. Hence the quality of the day care experience of small children is an essential area of study for the child psychiatrist which is as yet insufficiently recognized. This paper discusses what has been learned from the literature and from experience as a consultation-liaison child psychiatrist to a day care centre. A case example illustrates some of the important issues.",Canadian journal of psychiatry. Revue canadienne de psychiatrie,1989 Aug,United States,1989,80
6504868,Economics and extended longevity: a case study.,"Preventive and therapeutic advances have brought life expectancy in the United States to well over 70 years and have shifted mortality causes from acute to chronic diseases, the determinants of which are genetics, lifestyle, the environment, and aging itself. Plausible approaches to chronic disease prevention are likely to increase longevity further, with some foreseeable effects on demographic and economic projections. Primarily, longevity advances would swell forecasts of population size, and would thus have to be met by production advances in order to maintain or improve living standards. This study, a restricted example, considers the probable demographic and economic consequences of a limited prevention program in the context of the Ford Motor Company, based on actual experience and certain expectations up to the year 2000. According to the results, prevention would reduce outlays for life insurance, disability, and health care, but would also generate the higher costs of extending pension plans. Undoubtedly, prevention will continue to be highly ranked in society's pursuit of happiness, and society must prepare to meet its effects with appropriate social and economic policies.",Preventive medicine,1984 Jul,United States,1984,80
25195529,Old age in sociocultural context: China and the United States.,"With the increasing interest in comparative studies of the elderly, China has become the focus of research attention. This society, which has been inaccessible to most Western researchers, offers a special site for studies of aging because of its sheer size as a world power, its relationship to Third World countries, and its population problem-a growing segment of elderly people. Available data from a variety of social science sources are utilized to compare how the sociocultural context of China and the United States impact differentially upon the older population in each society. Three major determinants specify the theoretical context: economic development (the level of production an economic system achieves); traditional cultural patterns (norms, roles, relationships); and the social control mechanisms (regulatory processes based upon the legal and sanctioning systems). These determinants provide a theoretical orientation for analyzing the outcome variables involved in the behavior and adaptation of the old. In American society, cultural norms and values are advantageous for active older persons in good health, particularly those with a favorable economic situation. In contemporary Chinese society, which blends traditional customs with the values of a revolutionary and changing society, there are advantages for the frail elderly.",Journal of aging studies,1987 Summer,England,1987,80
10304496,Fostering primary and secondary prevention in public policy for pregnant adolescents.,The diverse factors associated with sexuality among adolescents and the specific issues related to contraception in this developmentally diverse group result in complexity in policy formation. The future of an adolescent may be determined solely on the basis of access to supportive physical and emotional services funded by public and private sector monies. The purpose of this paper is to briefly present contemporary and social policies regarding pregnant adolescent health care. Suggestions as to how these policies can be translated into public adolescent health models are provided. The strategies will be related to primary and secondary public policy interventions.,Journal of health & social policy,1989,United States,1989,80
6875802,"Self-consciousness, self-esteem, and success-failure as determinants of alcohol consumption in male social drinkers.","An experiment was conducted to test the proposition that alcohol is consumed as a function of the quality of past performances and the individual's level of private self-consciousness. One hundred and twenty male subjects were randomly given success or failure feedback on an intellectual task. They then participated in a separate ""wine-tasting"" experiment in which they were allowed to regulate alcohol consumption. As predicted, high self-conscious subjects who had received failure feedback drank significantly more wine than did high self-conscious subjects who received success feedback. Consumption by low self-conscious subjects fell between these extremes and did not vary as a function of success and failure. Additional data indicated that these results were mediated by differential sensitivity to the positive or negative implications of success/failure by high and low self-conscious subjects. The results are discussed in terms of their implications for theoretical accounts of the psychological antecedents of alcohol consumption.",Journal of personality and social psychology,1983 Jun,United States,1983,80
3609410,Desired family size and its determinants among urban Nigerian women: a two-stage analysis.,"This paper proposes and carries out a two-stage analysis of the determinants of desired family size, using data gathered from a sample of women in the city of Ilorin, Nigeria. The analysis first focuses on differences between women who report numerical family size desires and those who report nonnumerical desires. Findings suggest that there are important differences between these two groups, but there is little variation in the actual number reported by those expressing numerical desires. Implications of these findings for survey design are discussed. In particular, the practice of forcing numerical responses by instructing interviewers to probe when women report nonnumerical desires is questioned.",Demography,1987 May,United States,1987,80
3175556,The role of personal beliefs and social influences as determinants of respirator use among construction painters.,"The purpose of this study was to identify and rank potential determinants of respirator use among painters in the construction industry. As part of a health survey of union painters, 169 male spray painters were questioned about their own beliefs concerning the consequences of wearing cartridge respirators, as well as about the perceived attitudes of others in the workplace toward respirators. Intended respirator use was more strongly associated with beliefs than was past use. The most important beliefs concerned discomfort or inconvenience. Other determinants that were associated with respirator use were respirator availability, cigarette smoking, and social influences. It was concluded that the most effective intervention strategy to increase respirator use would be multidimensional and that efforts to change only a worker's beliefs may have limited success.","Scandinavian journal of work, environment & health",1988 Aug,Finland,1988,80
6929960,The contraceptive practice of abortion patients.,"An analysis is made of the contraceptive practice of 100 women prior to abortion. Half the women were not using any method during the month they became pregnant. Problems with the pill, risk-taking behaviour and fears of infertility, were the commonest reasons for non-use. In the 50 percent who were using a method, failure was most commonly due to human error and to the use of less reliable methods. Psychological and social factors were seen to be important determinants of behaviour. This study emphasises the need for remedial action.",The New Zealand medical journal,1980 Feb 13,New Zealand,1980,80
3798489,Client relations in South Asia: programmatic and societal determinants.,"Client relations constitute a neglected area of research in family planning. Findings from studies in northern India and Bangladesh reveal considerable variation in both the quantity and quality of contacts in programs that function under roughly comparable socioeconomic conditions. Client relations are determined by a complex set of forces in which both programmatic factors and conditions pertaining to the societal environment play a key role. Worker-client exchanges have a net, incremental effect on contraceptive use.",Studies in family planning,1986 Nov-Dec,United States,1986,80
6848900,Parent-offspring and sibling body mass index associations during and after sharing of common household environments: the Princeton School District Family Study.,"Using the Princeton School Family Study cohort, our specific aim was to determine whether, and to what degree, parent-offspring and sibling associations for measures of body habitus outlast the period of shared common household environment in a single well characterized community. Familial associations of measures in body habitus were assessed in two and three generation kindreds, in parents and their pediatric offspring (less than 20-yr-old), parents and their adult offspring (less than or equal to 20-yr-old), and in pediatric and adult siblings. The cohort included 177 randomly recalled probands and 202 probands from a hyperlipidemic recall group (top decile plasma cholesterol and/or triglyceride). In randomly recalled whites, significant associations of body mass indices in parents and pediatric offspring and in pediatric siblings, and the absence of significant correlations in parents and adult offspring and in adult siblings, emphasize the potency of common household environmental effects relative to within-family similarities for shared body habitus. In whites from the hyperlipidemic recall group, only the mother-pediatric and adult offspring correlations for body mass indices were significant. We speculate that mothers and their offspring from kindreds selected by hyperlipidemic probands are more likely than fathers and their offspring to share eating habits and relative ponderosity, with these communal behaviors outlasting the period of common household environment. Alternatively, and speculatively, in the hyperlipidemic recall group, determinants for ponderosity may be shared more by mothers and their offspring than by fathers and their offspring. Particularly in the random recall group, within-family associations of body mass indices primarily reflect shared common household environments, and probably secondarily, the outcome of genes held in common.",Metabolism: clinical and experimental,1983 Jan,United States,1983,80
2610569,[Caries prevalence and dental hygiene in a group of school-age children].,"The results of a cross-sectional study of the prevalence of caries in a sample of 3,237 children aged 5 to 21 are described in relation to some objectives of the WHO program. The prevalence of caries is high in the sample: 1. 31.5% of the children aged 5 to 6 are free of caries (according to the WHO objectives, 50% of the children aged 5 to 6 should have no caries), 2. the mean number of decayed, missing and filled permanent teeth (DMF/T index) in children aged 11 to 12 is 6.6 (The DMF/T should be less than or equal to 3). The frequency of toothbrushing is distributed as follows: 23% of the children brush their teeth once a week or less, 46% brush their teeth once a day, and 31% brush their teeth twice a day or more. The purpose and the frequency of the consultations at the dentist's office have been examined: 15% of the children never consult the dentist, 44% consult the dentist in case of toothache, and 41% go to the dentist's office for screening or control. Only 3.2% of the children use regularly and appropriately fluoride tablets. Since the variance of the results is large, it is difficult to distinguish explaining variables or determinants. However, the data indicate that social groups show differences in DMF indices as well as in the behaviors associated with dental hygiene and prevention.",Archives belges = Belgisch archief,1989,Belgium,1989,80
7424839,Behavioral determinants of mental illness concerns: a comparison of community subcultures.,"A stratified sample (race, sex, and social class) of 469 laymen from two North Carolina communities responded to a 190-item MMPI-based questionnaire with the degree of mental illness concern evoked by each item. The results reflected systematic race and social class differences in the behavioral bases for mental illness attributions--differences not explainable by overall differences in toleration for deviance. Although laymen had roughly similar rank orderings for the 13 homogeneous clusters of items, blacks indicated greater concern over breakdowns in social orientation than whites, while the opposite pattern held for traditionally defined psychopathy (internal distresses). Upper-class concerns were, comparatively, with cognitive dysfunction, middle-class with moral and social responsibility, and lower-class with social inadequacies.",American journal of community psychology,1980 Oct,England,1980,80
3834353,Cancer in Hispanics in Los Angeles County.,"Using ethnicity of surname, nativity, residential social class, and inferred age at migration to characterize and subdivide Hispanics in Los Angeles, we compared risk ratios and proportional incidence ratios to examine the patterns of occurrence of selected neoplasms within the Hispanic community. Common neoplasms for which Hispanics have high, low, and intermediary risk were examined in detail. Although the patterns expected on the basis of current concepts of etiology were generally found and served to reinforce presumptions about the biologic significance of the risk factors, a number of observations cannot be explained easily with current knowledge. The risks for stomach and bowel cancers do not conform to the mirror-image patterns to be expected on the basis of inverse patterns of dietary acculturation. Incidence of cancer of the breast, in contrast to that of cervix, does not appear to reflect early cultural practice. Consistent details in the patterns of cancers of the bladder, rectum, ovary, prostate, and possibly pancreas imply unrecognized determinants of disease. Gallbladder cancer in Hispanic women is the disease most closely tied to Hispanic origin or culture, or both, but the ethnic pattern in women differs greatly from that in men.",National Cancer Institute monograph,1985 Dec,United States,1985,80
3952528,Correlates of mothers' use of medications for their children.,"This study examines the extent, determinants and quality of mothers' independent use of medications for treating their children's symptoms. Data on mother-initiated medication behavior (MIMB) were obtained from a stratified systematic random sample of 500 mothers of children presenting for a well child visit at two pediatric ambulatory care sites. Six expert pediatric judges each rated every reported medication use (N = 3908) along three dimensions (usefulness, correctness and harmfulness or helpfulness) and also evaluated the overall appropriateness of each mother's MIMB. Results indicate that: (1) mothers keep available and use for children a considerable variety of different medications and medical applicances; (2) a positive linear relationship exists between mothers' socioeconomic status (SES) and degree of MIMB; (3) mothers' attitudes toward medications and toward their children's health are associated with the number of categories of medications and applicances they possess and use; (4) the combination of SES and attitudinal characteristics accounts for substantial portions of the variance in MIMB; and (5) judges' ratings show only minimal-level support of MIMB (extending to mothers in all SES groups) and are linearly related to SES (P less than 0.001). These findings emphasize the need for health care providers to review MIMB, and to provide advice concerning use and misuse of mother-initiated treatments.",Social science & medicine (1982),1986,England,1986,80
7287243,"Morbidity patterns in hazardous drinkers: relevance of demographic, sociologic, drinking, and drug use characteristics.","A profile of the demographic, sociologic, drug use, and drinking characteristics of a large group of inpatient alcoholics has been constructed as background for discussion of the clinical significance of these factors as determinants of physical morbidity in hazardous drinkers. Factors specifically considered include sex, skid row status, social class, and abnormal use of drugs of dependence, the amount of alcohol consumed and duration of drinking, drinking pattern, and type of beverage. While heavy drinking is of primary importance, the physical disease profile found in hazardous drinkers is modified by certain host and environmental characteristics. The implications for treatment planning and preventive programs are considered.",The International journal of the addictions,1981 May,United States,1981,80
3064632,Teenage alcohol use in the Australian twin register: genetic and social determinants of starting to drink.,"Retrospective information about teenage alcohol use was obtained from 1589 adult twin pairs aged 20-30 years from the Australian twin register. Twin pairs were highly concordant both for teenage drinking (or abstinence) and for early versus late onset of drinking. Sociodemographic variables (e.g., paternal occupation and parental religious affiliation) and psychosocial variables (e.g., personality and attitudinal traits), assessed when the twins were adults, were comparatively poor predictors of teenage drinking. Environmental influences on onset of drinking appeared to be sex-specific, i.e., uncorrelated over twins from unlike-sex pairs. Among drinkers, early versus late onset of drinking was more strongly influenced by inherited factors in females, but by shared features of the social environment (e.g., family background or school experience) in males.","Alcoholism, clinical and experimental research",1988 Dec,England,1988,80
6391257,Drinking norms versus drinking behavior.,"Data from 1002 households indicated that contextual factors (group size, subsequent activity) and individual difference factors (sex, extroversion, drinking frequency) differentially influenced consumption and normative ratings. These findings suggest that contextual cues serve as determinants of drinking norms and that drinking behavior reflects individual variation in sensitivity to these cues.","Alcoholism, clinical and experimental research",1984 Sep-Oct,England,1984,80
7202850,Canalization of arousal in the preweanling rat: effects of amphetamine on aggregation with surrogate stimuli.,"Preweanling rats, 15 days of age, were placed in an unfamiliar cage containing 1 of a variety of surrogate conspecific stimuli. The surrogate stimuli consisted of a rat-sized aluminum tube covered with soft fluffy synthetic fur, a tanned rat pelt, felt, and an aluminum sheet. The surrogate was either maintained at ambient temperature or heated to body surface temperature (37 degrees C). The 1st experiment revealed that both furriness (length and softness of fur) and temperature of the surrogate stimulus are important determinants of conspecific aggregation (huddling). The 2nd experiment demonstrated that preference for the soft, fluffy surrogate was not mediated by temperature conservation by showing that the same huddling behavior was obtained when ambient temperature was raised to thermoneutrality (33 degrees C). The final experiment demonstrated that amphetamine restricted the range of surrogate stimuli that elicited huddling in the preweanling rat. The finding that amphetamine produces a steeper generalization gradient of approach to surrogate stimuli further confirms our previous hypothesis that amphetamine canalizes arousal toward salient environmental stimuli. These findings have implications for the use of amphetamines to treat hyperkinetic children.",Developmental psychobiology,1981 Mar,United States,1981,80
3729384,Analysis of environmental determinants of aggression and disruption in mentally retarded children.,"This study evaluated methods for empirically identifying environmental determinants of aggressive and disruptive behavior in three developmentally delayed children. A variety of sessions conducted on an inpatient treatment unit were designed to stimulate contingencies maintaining aggression and disruption in the subjects' natural environments. The basic analog conditions included: instructional demands, contingent social disapproval, and structured play. In addition, variations of the three basic conditions were developed based on informal observation and parental reports of naturally occurring contingencies. Results showed considerable variability both between and within subjects. However, for each subject a specific analog condition was shown to produce relatively higher rates of aberrant behavior. Subsequently, behavioral treatments based on assessment results were successfully implemented with two of the subjects. Results are discussed in terms of the importance and practical limitations of conducting systematic assessment of aberrant repertoires in developmentally delayed clients.",Applied research in mental retardation,1986,United States,1986,80
7090573,Health education for social change: a strategy for public health in the US.,"Health education aimed mainly at changing individual behaviour and lifestyle faces growing challenges. Recent research suggests that broader economic, social and environmental forces are the determinants of many diseases and of behaviours that contribute to ill health. Furthermore, health education programmes seeking only to change behaviour have not been particularly effective in making significant improvements in morbidity or mortality. Finally, behavior change strategies locate the problem within the individual, leading to a tendency to blame the victim for the disease. This paper offers an alternative approach to health education, an approach which seeks to involve citizens in identifying and addressing social and environmental threats to health. From the practices of the women's health movement, the movement for occupational safety and health and the environmental movement in the United States in the last decade, an expanded foundation for health education is suggested. The following principles are illustrated: 1. Health education programmes must include informational, behavioural, political, legal and economic components; 2. Health education for social change recognizes the political character of health and disease; 3. Health education efforts can be rooted in popular struggles for a more just and humane society. 4. Health education activities should address people's day-to-day concerns about their lives and their health. The paper concludes with some specific recommendations on how health educators can include action for social change in their practice.",International journal of health education,1982,Switzerland,1982,80
17839015,Understanding behavior in escalation situations.,"Everyday observation reveals that both individuals and organizations often become overly committed to losing courses of action; in a sense, throwing good money after bad. More than 10 years of research on this escalation problem shows that persistence is associated with at least four major clases of determinants: project, psychological, social, and organizational variables. The influence of these four sets of variables evolves over time, forming a dynamic model of behavior in escalation situations.","Science (New York, N.Y.)",1989 Oct 13,United States,1989,80
3705997,Psychiatric determinants of weight changes in jaw-fixed obese patients.,Forty-five severely obese patients were treated with jaw fixation as a means of initiating weight loss. Patients who reported eating for consolation showed significantly greater difficulties in maintaining the achieved weight loss than the others. This finding constitutes further evidence of a relationship between obesity and depression. Low capacity to experience feelings of aggressiveness also seems to be linked to poor treatment results.,Acta psychiatrica Scandinavica,1986 Feb,United States,1986,80
6391257,Drinking norms versus drinking behavior.,"Data from 1002 households indicated that contextual factors (group size, subsequent activity) and individual difference factors (sex, extroversion, drinking frequency) differentially influenced consumption and normative ratings. These findings suggest that contextual cues serve as determinants of drinking norms and that drinking behavior reflects individual variation in sensitivity to these cues.","Alcoholism, clinical and experimental research",1984 Sep-Oct,England,1984,80
3746613,Satisfaction with social support during crisis: intimacy and self-esteem as critical determinants.,"Satisfaction with social support was studied longitudinally in a group of 113 Israeli women following the outcome of both normal and medically complicated pregnancies. Greater intimacy with spouse and with friends were found to be related to greater satisfaction with support received during this crisis period. Intimate ties contributed to satisfaction with support independent of self-esteem, social network parameters, and type of pregnancy outcome. Social network parameters and pregnancy outcome were not found to be related to satisfaction with support. Among women low in self-esteem, greater intimacy with family was found to be related to lower satisfaction with support if the women lacked intimate ties with spouse or a friend. The findings were discussed in light of clinical and social psychological theories regarding reaction to aid.",Journal of personality and social psychology,1986 Aug,United States,1986,80
3687208,Determinants of physician visit rates among joggers: multivariate analysis of 4000 participants in a popular race.,"In a large sample of joggers, endurance capacity was inversely, but weekly mileage, competitive training motive, and female gender were positively and independently related to use of ambulatory care. Despite the significance of regression models, sports activity and psychological characteristics of the joggers explained only a modest part of their low overall physician visit rates.",Sozial- und Praventivmedizin,1987,Switzerland,1987,80
6856718,Eye contact: the core of interpersonal relatedness.,"This essay will attempt to show, citing evidence from diverse sources, that eye contact plays a central role in interpersonal relations. The eyes preface most new relationships, overshadowing other sensory inputs while transmitting a wide assortment of emotional cues. Visual behavior may at times prove decisive in assuring survival, in amorous encounters, and in clarifying interpersonal motives. Ocular performance, a final common pathway for many social, cultural and emotional determinants, is a crucial factor in defining relationships and in allowing reciprocal influences to be exchanged as persons relate. In psychiatric patients, ocular behavior may provide clues to diagnosis. A common finding in such persons is gaze aversion, a social avoidance phenomenon which indicates a desire to attenuate the interpersonal experience and thereby decrease anxiety.",Psychiatry,1983 May,United States,1983,80
6391257,Drinking norms versus drinking behavior.,"Data from 1002 households indicated that contextual factors (group size, subsequent activity) and individual difference factors (sex, extroversion, drinking frequency) differentially influenced consumption and normative ratings. These findings suggest that contextual cues serve as determinants of drinking norms and that drinking behavior reflects individual variation in sensitivity to these cues.","Alcoholism, clinical and experimental research",1984 Sep-Oct,England,1984,80
