PMID,TI,AB,JT,DP,PL,YY,year
27894342,"Inequalities in the spiritual health of young Canadians: a national, cross-sectional study.","BACKGROUND: Spiritual health, along with physical, emotional, and social aspects, is one of four domains of health. Assessment in this field of research is challenging methodologically. No contemporary population-based studies have profiled the spiritual health of adolescent Canadians with a focus on health inequalities. In a 2014 nationally representative sample of Canadians aged 11-15 years we therefore: (1) psychometrically evaluated a series of items used to assess the perceived importance of spiritual health and its four potential sub-domains (connections with: self, others, nature and the natural environment, and the transcendent) to adolescents; (2) described potential inequalities in spiritual health within adolescent populations, overall and by spiritual health sub-domain, by key socio-demographic factors. METHODS: Cross-sectional analysis of survey reports from the 2014 (Cycle 7) of the Canadian Health Behaviour in School-aged Children study (weighted n = 25,036). Principal components analysis followed by confirmatory factor analysis were used to explore the psychometric properties of the spiritual health items and the associated composite scale describing perceived importance of spiritual health. Associations among this composite scale, its individual sub-domains, and key socio-demographic factors were then explored. RESULTS: The principal components analysis best supported a four-factor structure where the eight scale items loaded highly according to the original four domains. This was also supported in confirmatory factor analyses. We then combined the eight items into composite spiritual health score as supported by theory, principal components analysis findings, and acceptable tests of reliability. Further confirmatory factor analysis suggested the need for additional refinements to this scale. Based upon exploratory cross-sectional analyses, strong socio-demographic inequalities were observed in the spiritual health measures by age, gender, relative material wealth, immigration status, and province/territory. CONCLUSIONS: Study findings highlight potential inequalities in the spiritual health of young Canadians, as well as opportunities for methodological advances in the assessment of adolescent spiritual health in our population.",BMC public health,2016 Nov 28,England,2016,10
21498561,Socio-economic predictors of mortality among diabetic people.,"BACKGROUND: The present study examines the role of six aspects of socio-economic status (income, occupational position, education, unemployment, living alone and type of residential area) in mortality among types 1 and 2 diabetic people in Finland. All-cause mortality and causes of deaths (for example, alcohol diseases) are assessed. METHODS: People with diabetes aged 30-79 years in 2000-03 were identified from national registers. The data comprised 528 734 person-years and 18 841 deaths. Relative mortality risks were obtained from Poisson regression models. RESULTS: Among type 1 diabetic men, mortality differences were largest for long-term unemployed (aged 30-64 years); RR 3.85 (3.00-4.94) compared with the employed, and for low (vs. high) income group; RR 1.96 (1.78-2.17). The findings were similar for type 2 men; RR 2.58 (2.16-3.09) for unemployment and 1.61 (1.53-1.69) for income. In type 1 diabetic women, largest differences were found according to unemployment; RR 3.32 (1.88-5.88) and education (lowest vs. highest education); RR 2.35 (1.84-3.00), but in type 2 diabetes, the strongest determinants were disposable income; RR 1.55 (1.44-1.66) and education; RR 1.50 (1.33-1.70). In most socio-economic determinants, relative differences were largest in deaths due to diabetes and alcohol diseases. CONCLUSIONS: Five aspects of socio-economic position were related to mortality among diabetic people in Finland. No systematic mortality differences were, however, found for type of municipality of residence. These findings together with the role of deaths from alcohol diseases and diabetes in mortality trends, indicate that different aspects of social disadvantage are important predictors of mortality among diabetic people.",European journal of public health,2012 Jun,England,2012,10
23637313,"Domestic violence against single, never-married women in the Occupied Palestinian Territory.","This study examines the association between decision-making power, with other background variables, and domestic violence against single, never-married women in the Occupied Palestinian Territory (OPT). Secondary analysis using data from a 2006 Palestinian Central Bureau of Statistics domestic violence survey revealed that decision-making power and age were significant predictors of physical and psychological abuse. Relation to household head, refugee status, education, employment, and locality were not significant; region was only significant for psychological abuse. Further studies are needed to understand what factors allow single, never-married women to exercise decision-making power in the household and its association with domestic violence.",Violence against women,2013 Mar,United States,2013,10
23110632,"Prevalence of psychological distress and mental disorders, and use of mental health services in the epidemiological catchment area of Montreal South-West.","BACKGROUND: This report presents the initial results of the first Epidemiological Catchment Area Study in mental health in Canada. Five neighbourhoods in the South-West sector of Montreal, with a population of 258,000, were under study. The objectives of the research program were: 1) to assess the prevalence and incidence of psychological distress, mental disorders, substance abuse, parasuicide, risky behaviour and quality of life; 2) to examine the links and interactions between individual determinants, neighbourhood ecology and mental health in each neighbourhood; 3) to identify the conditions facilitating the integration of individuals with mental health problems; 4) to analyse the impact of the social, economic and physical aspects of the neighbourhoods using a geographic information system. 5) to verify the adequacy of mental health services. METHOD: A longitudinal study in the form of a community survey was used, complemented by focused qualitative sub-studies. The longitudinal study included a randomly selected sample of 2,433 individuals between the ages of 15 and 65 in the first wave of data collection, and three other waves are projected. An overview of the methods is presented. RESULTS: The prevalence of psychological distress, mental disorders and use of mental health services and their correlates are described for the first wave of data collection. CONCLUSION: Several vulnerable groups and risk factors related to socio-demographic variables have been identified such as: gender, age, marital status, income, immigration and language. These results can be used to improve treatment services, prevention of mental disorders, and mental health promotion.",BMC psychiatry,2012 Oct 30,England,2012,10
31253495,Psychosocial and cognitive engineering contributions to blood transfusion.,"Among the research developed in social psychology, there is a field of study questioning the mechanisms that explain prosocial behaviors. In 1956, the first links between transfusion medicine and social psychology were formed, with the study of underlying motivations to blood donation behavior. Sixty years later, the number of ""fundamental"" and ""applied"" research has widely increased, and we now have a theoretical understanding of blood donation engagement's levers, as well as experimental demonstrations of methods to activate these levers. Thus, the literature offers several strategies experimentally verified to improve the recruitment and retaining of blood donors. These methods can go from specific speeches when soliciting donors, to changes in the blood donation environment, etc. They aim either at impacting the donation experience, at obtaining a change in the donor's behavior, or at changing the determinants of blood donation. Yet, it is clear that the knowledge from the research in social psychology is not really deployed on the field by the organizations that could benefit from it. In this article, we will try to develop the difficulty regarding the application of fundamental and experimental knowledge, and to underline the implications for the blood transfusion establishments. We will then present the psychosocial and cognitive engineering method, and argue its relevance to answer this problematic.",Transfusion clinique et biologique : journal de la Societe francaise de transfusion sanguine,2019 Sep,France,2019,10
24416681,Professional Nurse Coaching: Advances in National and Global Healthcare transformation.,"Nurse coaches are responding to the mandate of Florence Nightingale (1820-1910)-the foundational philosopher of modern nursing-to advocate, identify, and focus on factors that promote health, healthy people, and healthy communities that are recognized today as environmental and social determinants of health.(1) (,) (2) The Institute of Medicine report(3) and other health initiatives suggest the need for increased education and leadership from nurses to address the healthcare needs of our nation and world. Nurse coaches are strategically pos-i tioned and equipped to implement health-promoting and evidence-based strategies with clients and support behavioral and lifestyle changes to enhance growth, overall health, and well-being. With possibilities not yet imagined, employment opportunities for nurses who incorporate coaching into professional practice are developing across the entire spectrum of health, well-ness, and healing.",Global advances in health and medicine,2013 Jul,United States,2013,10
26515249,[A strategy for institutionalisation of health impact assessment in Andalusia (Spain)].,"Health impact assessment (HIA) aims to incorporate people's health and wellbeing as a key feature in policy-making. Many authors believe that HIA might be systematically integrated into all decision-making processes as a way to achieve that goal. To that end, there is need to overcome a number of challenges, including the fact that Andalusia (Spain) has made HIA compulsory by law, the need for awareness of all public sectors whose decisions might have substantial impacts on health and for a methodology that would enable a comprehensive approach to health determinants and inequalities, and the training of both the public health staff and professional sectors responsible for its application. In Andalusia, a law provides mandatory and binding health impact reports for most authorisation procedures in different areas: from sectoral plans to urban planning schemes, and especially projects subject to environmental assessment. Implementation of this law has required its integration into authorisation procedures, the training of interdisciplinary working groups in public health, the preparation of technical guidelines, and the organisation of dissemination and training seminars for developers.",Gaceta sanitaria,2016 Jan-Feb,Spain,2016,10
31655752,Assessing and Addressing Social Determinants of Health: A Key Competency for Succeeding in Value-Based Care.,"There is growing recognition that social determinants of health influence individual and population health. A well-designed population health management strategy can yield improved outcomes for a given community, while improving the financial health of health care systems and providers. This article provides an overview of aligned care delivery, community engagement, education, technology, and other key strategies required to address the needs of patients and communities. A holistic vision incorporating social factors can lead to a return on investment and improvement in the health of a community, at the same time decreasing health care costs for the population managed.",Primary care,2019 Dec,United States,2019,10
28335444,HIV Education and Welfare Services in Primary Care: An Empirical Model of Integration in Brazil's Unified Health System.,"Integration of health education and welfare services in primary care systems is a key strategy to solve the multiple determinants of chronic diseases, such as Human Immunodeficiency Virus Infection and Acquired Immune Deficiency Syndrome (HIV/AIDS). However, there is a scarcity of conceptual models from which to build integration strategies. We provide a model based on cross-sectional data from 168 Community Health Agents, 62 nurses, and 32 physicians in two municipalities in Brazil's Unified Health System (UHS). The outcome, service integration, comprised HIV education, community activities (e.g., health walks and workshops), and documentation services (e.g., obtainment of working papers and birth certificates). Predictors included individual factors (provider confidence, knowledge/skills, perseverance, efficacy); job characteristics (interprofessional collaboration, work-autonomy, decision-making autonomy, skill variety); and organizational factors (work conditions and work resources). Structural equation modeling was used to identify factors associated with service integration. Knowledge and skills, skill variety, confidence, and perseverance predicted greater integration of HIV education alongside community activities and documentation services. Job characteristics and organizational factors did not predict integration. Our study offers an explanatory model that can be adapted to examine other variables that may influence integration of different services in global primary healthcare systems. Findings suggest that practitioner trainings to improve integration should focus on cognitive constructs-confidence, perseverance, knowledge, and skills.",International journal of environmental research and public health,2017 Mar 14,Switzerland,2017,10
30285641,Identifying and understanding the health and social care needs of older adults with multiple chronic conditions and their caregivers: a scoping review.,"BACKGROUND: As the population is aging, the number of persons living with multiple chronic conditions (MCC) is expected to increase. This review seeks to answer two research questions from the perspectives of older adults with MCC, their caregivers and their health care providers (HCPs): 1) What are the health and social care needs of community-dwelling older adults with MCC and their caregivers? and 2) How do social and structural determinants of health impact these health and social care needs? METHODS: We conducted a scoping review guided by a refinement of the Arksey & O'Malley framework. Articles were included if participants were 55 years or older and have at least two chronic conditions. We searched 7 electronic databases. The data were summarized using thematic analysis. RESULTS: Thirty-six studies were included in this review: 28 studies included participants with MCC; 12 studies included HCPs; 5 studies included caregivers. The quality of the studies ranged from moderate to good. Five main areas of needs were identified: need for information; coordination of services and supports; preventive, maintenance and restorative strategies; training for older adults, caregivers and HCPs to help manage the older adults' complex conditions; and the need for person-centred approaches. Structural and social determinants of health such as socioeconomic status, education and access influenced the needs of older adults with MCC. CONCLUSION: The review highlights that most of the needs of older adults with MCC focus on lack of access to information and coordination of care. The main structural and social determinants that influenced older adults' needs were their level of education/health literacy and their socioeconomic status.",BMC geriatrics,2018 Oct 1,England,2018,10
21503462,Conceptual and methodological aspects in the study of hospitalizations for ambulatory care sensitive conditions.,"Hospitalization rates for Ambulatory Care Sensitive Conditions have been used to assess effectiveness of the first level of health care. From a critical analysis of related concepts, we discuss principles for selecting a list of codes and, taking the example of the Brazilian Family Health Program, propose a methodological pathway for identifying variables in order to inform statistical models of analysis. We argue that for the indicator to be comparable between regions, disease codes should be selected based on sensitivity and specificity principles, not on observed disease frequency. Rates of hospitalization will be determined, at a distal level, by the socio-economic environment and their effect on the social and demographic structure. Timely and effective care depends on the organization of health services, their availability and access barriers, which depend on the ways health and related technology are conceptualised and on their adherence to the biomedical model or to the Primary Health Care (PHC) principles; performance indicators of the health system will be the proximal determinants. This indicator is potentially useful for primary care evaluation. The historical reconstruction of PHC improves the analysis of the indicator variability.",Ciencia & saude coletiva,2011,Brazil,2011,10
29554440,Reducing Indigenous Oral Health Inequalities: A Review from 5 Nations.,"Indigenous populations around the world experience a disproportionate burden in terms of oral diseases and conditions. These inequalities are likely due to a complex web of social determinants that includes poverty, historical consequences of colonialism, social exclusion, government policies of assimilation, cultural annihilation, and racism in all its forms (societal, institutional). Despite documented oral health disparities, prevention interventions have been scarce in Indigenous communities. This review describes oral health interventions and their outcomes conducted for Indigenous populations of the United States, Canada, Brazil, Australia, and New Zealand. The review includes research published since 2006 that are available in English in electronic databases, including MEDLINE. A total of 13 studies were included from the United States, Canada, Brazil, and Australia. The studies reviewed provide a wide range of initiatives, including interventions for prevention and treatment of dental disease, as well as interventions that improve oral health knowledge, behaviors, and other psychosocial factors. Overall, 6 studies resulted in improved oral health in the study participants, including improvements in periodontal health, caries reduction, and oral health literacy. Preferred intervention methodologies included community-based research approaches, culturally tailored strategies, and use of community workers to deliver the initiative. Although these studies were conducted with discrete Indigenous populations, investigators reported similar challenges in research implementation. Recommendations for future work in reducing oral health disparities include addressing social determinants of health in various Indigenous populations, training future generations of dental providers in cultural competency, and making Indigenous communities true partners in research.",Journal of dental research,2018 Jul,United States,2018,10
22095361,Hemoglobin A1c as a diagnostic tool: public health implications from an actor-network perspective.,"Public health arguments for collecting hemoglobin A1c (HbA1c) data, particularly in clinical settings, should be reframed to place more emphasis on nonmedical determinants of population health. We compare individual- with population-level interpretations of HbA1c titers. This comparison reveals that public health researchers need to pay close attention to diagnostic tests and their uses, including rhetorical uses. We also synthesize historical and current evidence to map out 2 possible scenarios for the future. In the first scenario, prevention efforts emphasize primary care and focus almost entirely downstream. The second scenario anticipates downstream interventions but also upstream interventions targeting environments. Our analysis adapts actor-network theory to strategic planning and forecasting in public health.",American journal of public health,2012 Jan,United States,2012,10
24916528,Metabolic syndrome and health-related quality of life in reproductive age and post-menopausal women: Tehran Lipid and Glucose Study.,"BACKGROUND: Given the lack of data clarifying the manner in which women with metabolic syndrome (MetS) in different eras of their life perceive their health-related quality of life (HRQoL), this study aimed at investigating the association between MetS and HRQoL in reproductive age and post menopausal women. METHODS: This was a cross-sectional study conducted within the framework of Tehran Lipid and Glucose Study (TLGS). Metabolic syndrome was defined according to the Joint Interim Statement (JIS) and HRQoL was assessed using the Short Form Health Survey (SF-36). Logistic regression analysis was used to estimate the odds ratio (OR) of poor HRQoL with 95% confidence intervals (CIs) for reproductive age and post-menopausal women separately and adjusted for confounding variables. RESULTS: All 603 participants with (n = 340) and without (n = 263) MetS were studied. Overall, in both physical and mental domains, those without MetS had higher scores in all subscales of SF-36 except for vitality, role emotional and mental component summary. Unadjusted odds ratios (95% CI) for poor physical HRQoL were 2.8 (1.7-4.6); (P < 0.001) and 1.5 (0.7-3.4) for the reproductive age and post-menopausal groups, respectively. Compared to the post-menopausal group, the odds ratio of reporting poor HRQoL for reproductive age women was significantly higher, even after adjusting for age (OR: 1.7, 95% CI: 1.0-3.0, P < 0.05). CONCLUSION: The results indicate that MetS is associated with poor HRQoL in reproductive age, but not in post-menopausal women, and the association is observed mainly in relation to physical rather than mental health.",Archives of Iranian medicine,2014 Jun,Iran,2014,10
26759842,"Acute rheumatic fever in First Nations communities in northwestern Ontario: Social determinants of health ""bite the heart"".","OBJECTIVE: To document a case series of 8 young First Nations patients diagnosed with acute rheumatic fever (ARF), a preventable disease that resulted in the death of 2 patients, in northwestern Ontario in the context of late diagnosis, overcrowded housing, and inadequate public health response. DESIGN: Retrospective case series over an 18-month period. SETTING: Remote First Nations communities in northwestern Ontario. PARTICIPANTS: Eight patients with ARF. MAIN OUTCOME MEASURES: Incidence, mortality, residual rheumatic heart disease, time to diagnosis, barriers to diagnosis and treatment, housing situation of patients, patient demographic characteristics (age, sex), and investigation results. RESULTS: The incidence of ARF in this population was 21.3 per 100,000, which is 75 times greater than the overall Canadian estimated incidence. The average patient age was 9.4 years. Most cases developed joint findings, and 5 of the surviving patients had rheumatic heart disease when they received echocardiography. The average time to diagnosis was 88 days. Two 4-year-old children died from ARF. Most patients lived in inadequate and crowded housing. CONCLUSION: This rare disease still exists in remote First Nations communities. These communities demonstrate an incidence equal to that in aboriginal communities in Australia and New Zealand, which have among the highest international incidence of ARF. Primordial prevention, including improved on-reserve housing, is urgently needed. Case detection and ongoing surveillance for primary and secondary prophylaxis requires a well resourced regional strategy.",Canadian family physician Medecin de famille canadien,2015 Oct,Canada,2015,10
28356793,Heterogeneity of nutritional habits of Lithuanian ethnolinguistic groups: population-based study.,"BACKGROUND: Lithuania is a Northern European country consisting of two main ethnolinguistic groups: Samogitians and Highlanders. The objective of the paper is to investigate differences in nutritional habits of 18-65-year-old Lithuanians living in different ethnolinguistic regions. MATERIALS AND METHODS: A representative, population-based, random sample of the 18-65-year-old ethnic Lithuanian population was interviewed from 17 December 2008 to 20 May 2013. Lithuanians living in their ethnolinguistic region for at least three generations were included (n = 1,133). We analysed responses to 12 questions about nutritional habits of respondents. For the univariate analysis, we applied the chi-squared test. For the clusterisation of the survey questions, we employed a multiple correspondence analysis (MCA). RESULTS: Comparing Samogitians' and Highlanders' responses according to their gender, education, and place of residence, we observed more often significant differences (p < 0.05) for the urban population, respondents without higher education, and women. The nutrition of Highlanders was more consistent with national and WHO nutritional recommendations. Significant differences were obtained in the consumption of fish (p = 1.9 . 10(-12)), milk (p = 1.8 . 10(-4)) and grain products (p = 0.01). MCA revealed that all questions fall into three groups with a different composition for Samogitians and Highlanders. We failed to demonstrate the impact of different nutritional habits on the body mass index. CONCLUSIONS: According to the univariate and multivariate analysis, the nutritional habits of Lithuanian ethnolinguistic regions are heterogeneous. Dependency on an ethnolinguistic region might be considered an important factor for the preparation of appropriate health and nutrition education and disease prevention programmes. The issue of excess weight remains equally important for both ethnolinguistic groups.",Acta medica Lituanica,2016,Lithuania,2016,10
20579999,Delivery route preferences of urban women of low socioeconomic status.,"OBJECTIVE: To identify the main determinants of mode of delivery preference among urban dwelling women of lower socioeconomic status (SES). METHODS: Over a 12-month period, a self-completion 36-item questionnaire was administered to a convenience sample of 308 women within the first 3 postpartum days. Non-parametric tests were used for analysis. RESULTS: Study participants were mostly African American (>85%), single mothers (>75%), and unemployed (>/=55%). Among the women, 85.7% had vaginal delivery (VD) and 14.3% had cesarean delivery (CD). Women who preferred CD (10%) were more likely to be concerned about a vaginal tear/episiotomy during VD, forceps, and a ""big"" baby compared with women who preferred VD, for whom ""pushing the baby out myself"" and ""fear of cesarean"" were the most important factors. In the final model of 7 factors, the 3 main factors found to positively impact maternal preference for CD were a vaginal cut during VD (P<0.001), higher mean BMI (P=0.001), and cesarean as the most recent delivery type (P<0.001). The total explained variance by this model was 46%. CONCLUSIONS: Short-term complications of a VD, higher BMI, and a previous cesarean delivery are the most significant factors that impact the preferences of women of lower SES for future mode of delivery.",International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2010 Oct,United States,2010,10
27983666,Synergising Public Health Concepts with the Sendai Framework for Disaster Risk Reduction: A Conceptual Glossary.,"The Sendai Framework for Disaster Risk Reduction (2015) is a global strategy for addressing disaster risk and resilience that has been ratified by member countries of the United Nations. Its guiding principles emphasise building resilience through inter-sectoral collaboration, as well as partnerships that facilitate community empowerment and address underlying risk factors. Both public health and the emergency management sector face similar challenges related to developing and implementing strategies that involve structural change, facilitating community resilience and addressing individual risk factors. Familiarity with public health principles enables an understanding of the holistic approach to risk reduction that is outlined within the Sendai Framework. We present seven concepts that resonate with contemporary public health practice, namely: the social determinants of health; inequality and inequity; the inverse care law; community-based and community development approaches; hard to reach communities and services; the prevention paradox; and the inverse prevention law. These ideas from public health provide a useful conceptual base for the ""new"" agenda in disaster risk management that underpins the 2015 Sendai Framework. The relevance of these ideas to disaster risk management and research is illustrated through drawing on the Sendai Framework, disaster literature and exemplars from the 2010-2011 earthquakes in Canterbury, New Zealand.",International journal of environmental research and public health,2016 Dec 14,Switzerland,2016,10
20038510,Prerelease intent predicts smoking behavior postrelease following a prison smoking ban.,"INTRODUCTION: More than 2 million persons are incarcerated in the United States. Most are young minority men, soon to reenter the community. The majority are also lifelong smokers with high rates of health-related problems. As prisons implement smoking bans, it is not known whether health behavior change that is mandated, rather than selected, can be maintained. The Wisconsin Department of Corrections smoking ban is a unique opportunity to investigate determinants of smoking behavior after release from prison. METHODS: A convenience sample of 49 incarcerated men near release participated in two interviews (1-month prerelease, in prison, and 1-month postrelease via telephone). Descriptive analyses and multivariate modeling were conducted to determine associations with postrelease smoking. RESULTS: Participants had a mean age of 36.7 years, 12.4 years of education, and a 2.3-year incarceration; 47% were Black and 41% White. They had smoked 14.5 years. Most (67%) believed that their health was improved after the smoking ban. Paired t tests revealed decreases in Positive and Negative Affect Scale negative affect (p = .001) and Patient Health Questionnaire-8 depression (p = .009) postrelease. Univariate analysis showed correlations of intent to smoke upon release with smoking relapse postrelease (p = .001), White race with smoking relapse postrelease (p = .045), and perceived better health since the prison smoking ban with nonsmoking on release (p = .01). There was a trend toward use of alcohol with smoking relapse on release (p = .061). DISCUSSION: Prerelease smoking intention predicted postrelease behavior. Belief in improved health after the prison smoking ban correlated with nonsmoking on release. Targeted relapse prevention interventions are needed for people reentering the community.",Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,2010 Feb,England,2010,10
28266120,Prevention and control of dental caries and periodontal diseases at individual and population level: consensus report of group 3 of joint EFP/ORCA workshop on the boundaries between caries and periodontal diseases.,"BACKGROUND: The non-communicable diseases dental caries and periodontal diseases pose an enormous burden on mankind. The dental biofilm is a major biological determinant common to the development of both diseases, and they share common risk factors and social determinants, important for their prevention and control. The remit of this working group was to review the current state of knowledge on epidemiology, socio-behavioural aspects as well as plaque control with regard to dental caries and periodontal diseases. METHODS: Discussions were informed by three systematic reviews on (i) the global burden of dental caries and periodontitis; (ii) socio-behavioural aspects in the prevention and control of dental caries and periodontal diseases at an individual and population level; and (iii) mechanical and chemical plaque control in the simultaneous management of gingivitis and dental caries. This consensus report is based on the outcomes of these systematic reviews and on expert opinion of the participants. RESULTS: Key findings included the following: (i) prevalence and experience of dental caries has decreased in many regions in all age groups over the last three decades; however, not all societal groups have benefitted equally from this decline; (ii) although some studies have indicated a possible decline in periodontitis prevalence, there is insufficient evidence to conclude that prevalence has changed over recent decades; (iii) because of global population growth and increased tooth retention, the number of people affected by dental caries and periodontitis has grown substantially, increasing the total burden of these diseases globally (by 37% for untreated caries and by 67% for severe periodontitis) as estimated between 1990 and 2013, with high global economic impact; (iv) there is robust evidence for an association of low socio-economic status with a higher risk of having dental caries/caries experience and also with higher prevalence of periodontitis; (v) the most important behavioural factor, affecting both dental caries and periodontal diseases, is routinely performed oral hygiene with fluoride; (vi) population-based interventions address behavioural factors to control dental caries and periodontitis through legislation (antismoking, reduced sugar content in foods and drinks), restrictions (taxes on sugar and tobacco) guidelines and campaigns; however, their efficacy remains to be evaluated; (vii) psychological approaches aimed at changing behaviour may improve the effectiveness of oral health education; (viii) different preventive strategies have proven to be effective during the course of life; (ix) management of both dental caries and gingivitis relies heavily on efficient self-performed oral hygiene, that is toothbrushing with a fluoride-containing toothpaste and interdental cleaning; (x) professional tooth cleaning, oral hygiene instruction and motivation, dietary advice and fluoride application are effective in managing dental caries and gingivitis. CONCLUSION: The prevention and control of dental caries and periodontal diseases and the prevention of ultimate tooth loss is a lifelong commitment employing population- and individual-based interventions.",Journal of clinical periodontology,2017 Mar,United States,2017,10
23181146,The influence of social determinants on evidence-based behavioral interventions-considerations for implementation in community settings.,"Over the last decade, the Centers for Disease Control and Prevention's Diffusion of Effective Behavioral Interventions (DEBI) program funded several hundred community-based organizations (CBOs) and health departments in a wide-scale HIV prevention national diffusion effort. We interviewed six California agencies funded to implement one of three group-level DEBIs to identify facilitators and/or challenges to effective implementation. We identified several social and structural factors affecting community members' participation in DEBIs, including language issues, stigma associated with HIV and sexual orientation, homelessness, and incarceration. Age, class, and socioeconomic status also significantly influenced member participation and CBO implementation success. Although changing individual behaviors is the ultimate measure of behavioral intervention/DEBI success, attention must be given to the larger social and structural factors that significantly affect risk for HIV. In fact, the National HIV/AIDS Strategy recognizes these factors as major barriers to HIV prevention and has developed recommendations that address health disparities. We present short-term, intermediate, and long-term strategies addressing social determinants of health and offer suggestions for adapting DEBIs to meet the broader needs of persons prioritized for DEBIs.",Translational behavioral medicine,2012 Jun,England,2012,10
31634704,Antenatal determinants of early childhood talking delay and behavioural difficulties.,"The determinants of talking delay alone or its comorbidity with behavioural difficulties was examined in 5768 two-year-old members of the Growing Up in New Zealand longitudinal study. Using the MacArthur-Bates Communicative Development inventories and the total difficulties score from the preschool Strengths and Difficulties Questionnaire, a composite measure was created so that children were categorised as showing no language or behavioural concerns (72.5%), behavioural only difficulties (6.1%), language only difficulties (18.1%), and comorbid language and behavioural difficulties (3.3%). Analyses revealed that antenatal factors such as maternal perceived stress, inadequate folate intake, vitamin intake, alcohol consumption during the first trimester and maternal smoking all had a significant effect on child outcomes. In particular, low multivitamin intake and perceived stress during pregnancy were associated with coexisting language and behavioural difficulties. These findings support international research in showing that maternal factors during pregnancy are associated with developmental outcomes in the early childhood period, and demonstrate these associations within a NZ context. Interventions which address maternal stress management and health behaviours during pregnancy could be beneficial to offspring development.",Infant behavior & development,2019 Nov,United States,2019,10
23912202,Investigating social ecological contributors to diabetes within Hispanics in an underserved U.S.-Mexico border community.,"Hispanics bear a disproportionate burden of diabetes in the United States, yet relations of structural, socio-cultural and behavioral factors linked to diabetes are not fully understood across all of their communities. The current study examines disparities and factors associated with diabetes in adult Hispanics of Mexican-descent (N = 648) participating in a population survey of an underserved rural U.S.-Mexico border community. The overall rate of diabetes prevalence rate in the sample, based on self-report and a glucose testing, was 21%; much higher than rates reported for U.S. adults overall, for all Hispanic adults, or for Mexican American adults specifically. Acculturation markers and social determinants of health indicators were only significantly related to diabetes in models not accounting for age. Older age, greater BMI (>30), greater waist-to-hip ratio as well as lower fruit and vegetable consumption were significantly related to increased likelihood of diabetes when all structural, cultural, behavioral, and biological factors were considered. Models with sets of behavioral factors and biological factors each significantly improved explanation of diabetes relative to prior social ecological theory-guided models. The findings show a critical need for diabetes prevention efforts in this community and suggest that health promotion efforts should particularly focus on increasing fruit and vegetable consumption.",International journal of environmental research and public health,2013 Jul 31,Switzerland,2013,10
20709252,Environmental determinants of outdoor play in children: a large-scale cross-sectional study.,"BACKGROUND: Outdoor play is a cheap and natural way for children to be physically active. PURPOSE: This study aims to identify physical as well as social correlates of outdoor play in the home and neighborhood environment among children of different age groups. METHODS: Cross-sectional data were derived from 6470 parents of children from 42 primary schools in four Dutch cities by means of questionnaires (2007-2008). Multivariate sequential Poisson GEE analyses were conducted (2010) to quantify the correlation between physical and social home and neighborhood characteristics and outdoor play among boys and girls aged 4-6 years, 7-9 years, and 10-12 years. RESULTS: This study showed that next to proximal (home) environmental characteristics such as parental education (RR=0.93-0.97); the importance parents pay to outdoor play (RR=1.32-1.75); and the presence of electronic devices in the child's own room (RR=1.04-1.15), several neighborhood characteristics were significantly associated with children's outdoor play. Neighborhood social cohesion was related to outdoor play in five of six subgroups (RR=1.01-1.02), whereas physical neighborhood characteristics (e.g., green neighborhood type, presence of water, diversity of routes) were associated with outdoor play in specific subgroups only. CONCLUSIONS: Neighborhood social cohesion was related to outdoor play among children of different age and gender, which makes it a promising point of action for policy development. Policies aimed at improving physical neighborhood characteristics in relation to outdoor play should take into account age and gender of the target population.",American journal of preventive medicine,2010 Sep,Netherlands,2010,10
