PMID,TI,AB,JT,DP,PL,YY,year
3494378,Determinants of microangiopathy in growth-onset diabetes. With special reference to retinopathy and glycaemic control.,"In a quasi-experiment all diabetic children in a defined area were exposed either to an intense clinical treatment or served as a constructed control. The cohort of 146 diabetics was observed prospectively for at least 15 years as to diabetic control, mainly glycosuria, and cross-sectionally examined for microangiopathy on four occasions. Data on family background, social situation, smoking, blood pressure, biochemical status, anthropometry, HLA factors and mortality were also gathered. Throughout the analysis duration was considered and treated as a concomitant variable. Two different strategies have been followed in the analysis, one trying to predict microangiopathy at a fixed and predetermined duration, the other to study determinants of the pattern of microangiopathy occurrence over time. Multiple logistic regression and Cox analysis have been used to fit these strategies. The prevalence of microaneurysms or more advanced stages of retinopathy at 10 years duration was 30 per cent and within 20 years 81 per cent. About 52 per cent had haemorrhages after 20 years. Mild and severe nephropathy after 20 years have been contracted by 50 and 15 per cent respectively. No clear sex differences were seen. Variables significantly explaining retinopathy within 10 years were post-pubertal duration, blood pressure, place of medical supervision and the HLA/DR4 marker. The mean glycosuria was high during puberty irrespective of age at onset. The overall pattern of retinopathy occurrence seemed to be influenced by place of medical supervision, age at onset, blood pressure, family history of ischaemic heart disease and glycemic control. For the progression of retinopathy the role of factors reflecting medical supervision and control of diabetes seemed even greater. Even after accounting for degree of diabetic control the experimental group had a more favourable outcome, suggesting additional quality of care components. Mild nephropathy was less predictable from the above risk factors while previous findings of the important role of elevated blood pressure for severe nephropathy was confirmed. We estimate that half of retinopathy cases were preventable by the ""experimental"" care and conclude the near-normalization of glycaemia under routine conditions favourably influences the development of diabetic retinopathy.",Acta paediatrica Scandinavica. Supplement,1986,Sweden,1986,80
3820141,Social and psychological responses to myocardial infarction: multiple determinants of outcome at six months.,"Thirty one married men, under 65 yr of age, who were admitted to hospital with a suspected myocardial infarction, were interviewed on four occasions over six months. The patients' social and psychological responses during the course of his rehabilitation were elicited using a semistructured interview schedule. Determinants of outcome were assessed using multiple regression analysis. Return to work, exercise, leisure and sexual activity were all strongly influenced by somatic symptoms of chest pain, breathlessness, and tiredness. Lack of depression, not smoking, and support from the family doctor were important contributors to successful rehabilitation. Cardiac damage sustained at the time of admission did not appear to have any consistent influence on outcome. Half of the smokers had not resumed their habit at six months. Fewer men were working at six months than on admission. Somatic symptoms, anxiety and depression were considerable.",Journal of psychosomatic research,1987,England,1987,80
12281170,Determinants of family size in rural Galicia (Spain).,"""The determinants of complete family size and offspring survival were assessed by means of family reconstitution data from 19th and 20th century rural [populations] of Northwest Spain. The reproductive performances of families were submitted to a stepwise regression analysis in which the number of children born alive and those surviving to reproductive age per family were taken as dependent variables, while 13 other variables were defined as independent. Infant mortality appears to explain most fertility variation; an earlier marital age and at first maternity leads to an increased family size. Survival seems to be the result of the apposite interaction of both fertility and mortality in early childhood.""",International journal of anthropology,1986 Jun,Italy,1986,80
7031748,The development of sexuality and eroticism in humankind.,"Sexuality includes eroticism. Though its determinants are multivariate and developmentally sequential, most current biological theories arbitrarily exclude social determinants, and vice versa. Developmentally, masculinization is not necessarily synonymous with defeminization, nor feminization with demasculinization. In the development of brain and behavior, behavior that appears to be either male or female may actually be sex-shared but sex-different in the threshold for its expression. Parent-child bonding is a precursor of subsequent erotosexual pair-bonding. Suppression of erotosexual rehearsal play in childhood is a precursor of postpubertal and adult erotosexual pathology. The criterion defining the heterosexual, bisexual, and homosexual conditions is the sex of the partner with whom a limerent (falling-in-love) pairbond is possible; and there is no evidence that pubertal sex steroids, per se, are responsible for which of the three it will be. The phases of an erotosexual encounter are proception, acception, and conception. The disorders of proception, manifested in both imagery and practice, are the paraphilic syndromes (formerly known as perversions). The disorders of acception may be either hypophilic deficiencies, or hyperphilic increases. The disorders of conception are those of infertility. There is a nonsystematic relationship of erotosexualism to the hormonal cycle of the menses and to gerontological hormonal changes.",The Quarterly review of biology,1981 Dec,United States,1981,80
7372385,Determinants of the occupational strategies adopted by British hospital nurses.,"This paper focuses on the position of the nurse in the division of labor in health care and the occupational strategies British hospital nurses have adopted in response to their changing employement situation. The authors suggest a Marxist framework as an alternative to current approaches to the study of occupational strategy, which tend to focus on the level of distribution relations. An adequate analysis of the situation of hospital nurses, the paper suggests, depends upon locating the occupation within the wider setting of the mode of control and delivery of health care. The central feature of this setting is the dominance of medicine and medical technology, and the main factors shaping it are the activities of individual capitalists involved in the health industry and the State operating within the constraints of capital in general and within the context of class struggle. It is suggested that the characteristic feature of nurses' occupational strategy--the vacillation between professionalism and unionism--can best be understood in relation to the changing mode of control and delivery of health care and nurses' contradictory position within the social relations that constitute that mode.","International journal of health services : planning, administration, evaluation",1980,United States,1980,80
6701952,Birth control discontinuance as a diffusion process.,"This paper applies the diffusion of innovations model to the study of the birth control discontinuance of first-time users in the Dominican Republic. Two sets of factors are examined: social characteristics of the adopters are used to test Rogers's and Shoemaker's contention that discontinuers have more traditional values than continuers; and the adoption decision process is analyzed to identify the relationship of communication factors to discontinuance. Although number of children and experience of method problems were the major determinants of discontinuance, unfavorable information from friends and other birth control users was a significant factor. Rumor was found to have little effect on a women's decision to continue or discontinue.",Studies in family planning,1984 Jan-Feb,United States,1984,80
24896982,"An experimental model of aggressive dominance in Xiphophorus Helleri (pisces, poeciliidae).","An experimental model was constructed using seven postulates derived from the experimental results of Zayan (1974, 1975a,b,c, 1976). The model specifies the relative importance of several asymmetries in predicting aggressive dominance in Xiphophorus helleri . These asymmetries concern difference between duellists with respect to: prior residence in the tested area (vs intrusion); immediate social experiences of dominance or submission; social isolation; individual familiarity and recognition. The predictions of the general model were checked experimentally and confirmed; a multiple orthogonal regression accounted for about 97% of the variance in our experimental results. The basic experimental results serving as postulates were confirmed and could be generalized; a new synthetic and predictive model was formulated concerning the determinants of aggressive dominance in Xiphophorus .",Behavioural processes,1985 Jan,Netherlands,1985,80
12267844,The metro rating game: what can be learned from the recent migrants?,"The authors examine nine indicators of quality of life in the 277 U.S. Standard Metropolitan Statistical Areas (SMSAs) in terms of their impact on the decision to migrate. The factors considered were utilized in the 1985 publication ""Places Rated Almanac"" and include climate, housing, health care, crime, transportation, education, recreation, arts, and economics. ""The purpose of this paper is both to analyze several alternative methods by which the nine 'Places Rated' indicators have been combined in previous studies, and to estimate a new system of weights for combining such indicators from a multivariate model of metropolitan out-migration."" In this article, the authors examine out-migration of metropolitan households during the years 1975-1980. ""Coefficient estimates from a multivariate model of out-migration form the basis for a ranking of metropolitan areas in the third section. Also included are comparisons among this and other studies of both the implicit weights employed against the 'Places Rated' scores...to derive both overall measures of urban life quality, and how such quality varies by city size.""",Growth and change,1986 Jan,United States,1986,80
7226684,Teenage pregnancy in perspective.,"In an effort to provide the clinician with suggestions for preventive and remedial approaches to adolescent pregnancy, the nature, medical, social, economic, and psychological aspects of the problem are reviewed and discussed. While the rate of adolescent pregnancy is declining, there are more than 560,000 deliveries to teenagers annually. Medical risks are significantly diminished by early and comprehensive prenatal care. The major complications continue to be social and economic. Lower I.Q.s in offspring of adolescent mothers have been reported. Failure to complete high school significantly increases the risk of unemployment, trapping the premature parent and her offspring in a web of poverty. A lack of a sense of future and viable alternatives may legitimize the option of motherhood in the minds of many adolescent girls. Furthermore, an ignorance and a denial of sexuality combined with the developmental imperatives of experimentation and rebellion place the adolescent at high risk for pregnancy.",Clinical pediatrics,1981 May,United States,1981,80
7211741,China's health system: determinants.,"This paper seeks to examine and explain the changes in China's health policy since 1949. It attempts to clarify the role of various determinants in the health policy-making process in various stages of China's development and discover what forces propelled the shifts in health policies and campaigns. Various social, economic and political forces are discussed as they bear on the evolution of China's health policies, and the fate of Maoist vs. pragmatic tendencies is assessed.",The American journal of Chinese medicine,1980 Autumn,Singapore,1980,80
3169388,Perinatal risk factors and minor neurological dysfunction: significance for behaviour and school achievement at nine years.,"A prospective study was carried out on 133 neurologically deviant infants, 205 with mild abnormalities and 230 normal newborns to compare behavioural and cognitive development with neonatal and nine-year-old neurological condition. Overtly handicapped children were excluded. Major determinants of school failure were the severity of minor neurological dysfunction (MND) and social class. Main risk factors for distractable and clumsy behaviour were MND classification and male sex; for troublesome behaviour male sex and interval complications after two years of age; and for timid behaviour, family adversity. Definite neonatal neurological deviancy contributed both directly and by its association with MND to problems in behaviour and scholastic abilities. Mild neonatal neurological abnormalities and adverse obstetrical events contributed only indirectly to behavioural and learning problems. Preterm birth (less than 34 weeks) was the sole obstetric variable directly related to some of the outcome variables. The difference between home and school perception of the children's behaviour is emphasized.",Developmental medicine and child neurology,1988 Aug,England,1988,80
2773911,Wartime determinants of arteriographically confirmed coronary artery disease in Beirut.,"This study investigates the association of wartime stress variables and coronary artery disease as determined by coronary angiography in Lebanon in 1986, a country with an ongoing civil war for over a decade. A total of 127 patients who underwent coronary angiography at the American University of Beirut Medical Center were individually matched on age and sex with visitor controls free from any evidence of clinical coronary artery disease. Arteriographic cases (greater than or equal to 70% maximal stenosis) were compared with two control groups: arteriographic controls (entirely normal coronaries) and visitor controls. Findings suggest that there is a relation between exposure to both acute and chronic war events and coronary artery disease in this patient population. The reporting of exposure to acute war events was significantly higher in cases compared with both visitor controls (odds ratio (OR) = 2.4, 95% confidence interval (Cl) 1.17-4.90) and arteriographic controls (OR = 2.8, 95% Cl 0.93-8.47). Crossing the ""green-lines"" that separate two belligerent sides, considered as an attribute of war-related chronic stress, was more frequent in cases compared with visitor controls (OR = 3.25, 95% Cl 1.54-6.89) and arteriographic controls (OR = 5.38, 95% Cl 1.65-17.6). The relation observed between wartime stress and coronary artery disease could not be explained by possible overreporting of stressful events in patients with suspected coronary artery disease or by an increase in clinical awareness for the disease for those under continuous stress. Adjusting for the effect of the well-established coronary artery disease risk factors did not alter the above findings.",American journal of epidemiology,1989 Oct,United States,1989,80
6487570,"Factors affecting birthweights in Hindus, Moslems and Europeans.","The birthweights of 664 Hindu and 132 Moslem babies were compared with those of 486 European babies born at the same hospital. The mean birthweight of the Europeans was 3362 g, compared with 3146 g for the Moslems and 2960 g for the Hindus. The Asian women were smaller than the European and tended to have a shorter length of gestation. Forty-four per cent of the Asians and 46% of the European mothers were of social classes I and II; 28% of the Europeans and 2% of the Asians smoked. There were no significant differences between Asians and Europeans in the effects of maternal size, parity, gestational age and fetal sex on birthweight. After adjustment for these variables and for cigarette smoking there was no significant difference in birthweight between the Moslems and the Europeans, but the mean birthweight of the Hindus was about 190 g lighter than that of the Europeans. Hindus from East Africa had lighter babies than those from India.",British journal of obstetrics and gynaecology,1984 Oct,England,1984,80
3812826,Identity development of black Americans: the role of history and the importance of ethnicity.,"The historical and cultural forces that have affected the identity development of Black Americans are analyzed. In particular the psychological effect of historical events in shaping the identity of Blacks is examined. Revealed are the critical influences that social, historical, political, and economic movements have had on Black Americans because of their powerless status. Ethnicity and culture are important determinants in the development of a positive and healthy sense of self for Black Americans.",American journal of psychotherapy,1986 Oct,United States,1986,80
3791024,Long-term hospitalization of failure-to-thrive infants: developmental outcome at three years.,"The present study documented later developmental outcome in a group of 29 failure-to-thrive (FTT) infants who received extended hospitalization in infancy as an intervention for their growth failure. All infants were seen at approximately 3 years of age and were given standardized assessments of intellectual and physical development. A standard interview documented demographic variables, health problems, placements subsequent to hospitalization and additional psychological and medical treatment. Infants were divided into three groups dependent on medical and treatment factors. Means and percentages of occurrence of outcome variables were compared through either one-way ANOVAS or single sample chi-square tests with post hoc analyses. Correlational analyses were used to understand the relationships between outcome and relevant demographic, medical, and treatment variables. In general, the infants manifest persistent intellectual delays at follow-up despite maintenance of weight gains achieved during early hospitalization. More than half the group suffered from chronic health problems. A large percentage of infants had been removed from parental custody at the time of follow-up. Several demographic, medical, and treatment factors bore moderate relationships to developmental outcome. Infants who achieved more optimal growth tended to be full-term at birth, later born and without a question of physical abuse in their social histories. Intellectual functioning was related only to parental and caretaker socioeconomic status. Infants placed in foster care were unlikely to return to their families of origin. The findings suggest the need for further investigation into the determinants and outcome of extended hospitalization as a treatment for FTT.",Child abuse & neglect,1986,England,1986,80
3992612,Fertility reduction policies and poverty in Third World countries: ethical issues.,"This article begins with a discussion of the motivation for fertility reduction and related population policies. Next, it identifies the two major approaches to evaluating these policies in the population ethics literature: the individualistic approach and the international approach. Each approach is then characterized according to the kinds of policies evaluated, the ethical principles that are most prominent, and the major conclusions drawn. Major empirical gaps in the population ethics literature are identified, and pertinent social science issues concerning the effectiveness of family planning programs, the socioeconomic determinants of fertility, and the interpersonal or community determinants of fertility are discussed. Finally, these issues are linked with the United Nations World Population Plan of Action to identify ethical questions that warrant detailed scrutiny.",Studies in family planning,1985 Mar-Apr,United States,1985,80
6487570,"Factors affecting birthweights in Hindus, Moslems and Europeans.","The birthweights of 664 Hindu and 132 Moslem babies were compared with those of 486 European babies born at the same hospital. The mean birthweight of the Europeans was 3362 g, compared with 3146 g for the Moslems and 2960 g for the Hindus. The Asian women were smaller than the European and tended to have a shorter length of gestation. Forty-four per cent of the Asians and 46% of the European mothers were of social classes I and II; 28% of the Europeans and 2% of the Asians smoked. There were no significant differences between Asians and Europeans in the effects of maternal size, parity, gestational age and fetal sex on birthweight. After adjustment for these variables and for cigarette smoking there was no significant difference in birthweight between the Moslems and the Europeans, but the mean birthweight of the Hindus was about 190 g lighter than that of the Europeans. Hindus from East Africa had lighter babies than those from India.",British journal of obstetrics and gynaecology,1984 Oct,England,1984,80
2614331,Single mothers: their health and health service use.,"STUDY OBJECTIVE: The aim of the study was to investigate differences in reported health and health service use in single mothers. DESIGN: The study was a survey of data derived from the General Household Surveys conducted by the Office of Population Censuses and Surveys (OPCS). SETTING: The OPCS data are derived from samples of households throughout Great Britain. PARTICIPANTS: OPCS data for 1983 and 1984 were used, comprising approximately 60,000 individuals, of whom 793 were single mothers. MEASUREMENTS AND MAIN RESULTS: Five different health outcomes were examined, two on perceived morbidity and three on the use of health services. The chief determinants of health and health services use among single mothers were housing tenure, employment status and the age of the youngest child. Single mother status did not consistently contribute to self reported morbidity and uptake of care when adjusted for other social variables, but there was a difference between categories of single mother, with those who were separated/divorced and those who were widowed reporting more acute illness than those who were married. CONCLUSION: The findings suggest that single mothers do not form a homogeneous group and that, if special consideration is to be given to them when planning and allocating health service resources, this needs to be taken into account in the context of other socioeconomic factors.",Journal of epidemiology and community health,1989 Dec,England,1989,80
6512485,Caring for the elderly mentally infirm at home: a survey of the supporters.,"A sample of 129 supporters caring for an elderly mentally infirm relative consecutively referred to psychogeriatric daycare services was interviewed. Information was obtained on the problems encountered by their dependant, the extent of their involvement, the amount of formal and informal support received, the subjective strain and burden reported, and their expectations of their ability to continue in the caring role. An attempt has been made to use this information to describe the extent of strain and some of the determinants of strain involved in caring. The results suggest that the sex of the dependant and the age of the supporter together with the number of problems faced all influence the reported level of strain. The amount of existing community support, whether formal or informal, does not seem to mitigate significantly the strain placed on the principal carers.",Journal of epidemiology and community health,1984 Dec,England,1984,80
28311213,Environmental versus social factors as determinants of growth in nestlings of a communally breeding bird.,"Nestlings of the communally breeding Greycrowned Babbler (Pomatostomus temporalis) were studied to discover if supplemental feeding by auxiliary birds at nests enhanced their growth. Growth of wing, bill, tarsus and weight was measured. Growth curves were fitted by computer using a commercial program (MLAB). Our data provided little support for possible sibling competition. A significant component of the variance in asymptote and growth constant for some variables could be attributed to differences among nests. Environmental variables such as temperature and rainfall were much more strongly associated with nestling growth than were the numbers of auxiliary birds feeding broods.",Oecologia,1984 Aug,Germany,1984,80
7155014,Nocturnalism: an ethological theory of schizophrenia.,"Schizophrenia is a human behavioral variant with a 1% phenotypic population frequency. As the major ""mental illness"" affecting human beings, it has defied all previous attempts to explain, predict or prevent its devastating clinical manifestations. In addition to unidentified nongenetic determinants, schizophrenia has genetic determinants in the absence of known specific neuropathological or biochemical correlates found in other entities conceptualized as genetic diseases. The fitness of schizophrenics is 0.7 of nonschizophrenics, and a 1% phenotypic population frequency is difficult to explain by mutation rate alone. An ethological theory of schizophrenia has been developed in which the genetic determinant is the nocturnal character of a postulated polymorphic trait termed when active. The nongenetic determinant is simply a sufficient intensity of specific frequencies of environmental light. According to the author's theory, a schizophrenic individual could be processing information while awake and exposed to light with a brain that is processing information as though he were asleep. The empirical data from which the theory is constructed are presented. THe theory is capable of explaining clinical schizophrenia within an ethological paradigm and makes several predictions, the most significant of which is that the absence of a sufficient intensity of specific frequencies of environmental light should ameliorate the major symptoms of clinical schizophrenia in individuals who possess its genetic determinant.",Medical hypotheses,1982 Nov,United States,1982,80
12285842,Effect of female education on the proximate determinants of fertility in Bangladesh.,"""This paper investigates the effect of female education on fertility in Bangladesh...through three proximate determinants of fertility: marriage, postpartum non-susceptibility to conception, and contraception.... The analysis found that a small amount of education tends to increase fertility.... The effect of education on proximate determinants shows that it is positive for postpartum non-susceptibility to conception, [while] in contrast it is negative for marriage and contraception. Therefore, [the] contribution of the duration of postpartum non-susceptibility is stronger for less educated women, while marriage and contraception have important effects when education is high at the individual level.""",Rural demography,1989,Bangladesh,1989,80
3966042,Determinants of mother-infant interaction in adolescent mothers.,"Mother-infant interactions of adolescent and nonadolescent mothers are compared, and the impact of maternal age, ego development, education, and child care support on these interactions is examined. Thirty primiparous, white, lower- to middle-class mothers (half less than or equal to 17 years) and their healthy full-term infants (8 months) were studied. Interactions were videotaped during face-to-face interactions and teaching sessions. Child care support and ego development were assessed. During face-to-face interactions, only one difference was found between adolescent and nonadolescent mothers: nonadolescent mothers showed more positive affect toward infants. During teaching, nonadolescent mothers talked more, showed more positive affect toward infants, and demonstrated tasks more often. Individual differences during face-to-face interactions were more related to mothers' ego development and support whereas teaching interactions were mostly associated with maternal age. Thus, maternal age was a stronger predictor of interactive style during teaching. This may partially explain noted cognitive deficits in infants of teenage mothers. However, individual differences among all mothers in ego development, education, and support were significantly related to interactions. Thus, teenage mothers with less education and support and lower ego development may represent a higher risk subgroup of adolescent mothers providing less optimal care-giving environments for their infants.",Pediatrics,1985 Jan,United States,1985,80
2525495,An epidemiological study of children's attitudes toward disability.,"In this epidemiological study the authors recorded the attitudes of children in Hamilton, Ontario, to physically disabled and mentally handicapped children. Univariate analyses confirmed the importance of female gender, friendship and contact with handicapped persons as determinants of more accepting attitudes. Type of disability and the presence or absence of disabled children in respondents' schools were not found to influence attitudes in a systematic manner. Correlations between attitudes and children's self-esteem or sociometric ratings were not significant, nor were parent-child attitude correlations. Maternal language of origin was found to influence children's attitudes, in favour of children of English-speaking mothers. These results are discussed with reference to their practical applications by community and educational systems seeking to foster integration of disabled children.",Developmental medicine and child neurology,1989 Apr,England,1989,80
6886858,Stress among police detectives.,"The sources of stress among police detectives were explored. Type A behavior was found to be a major precursor of self-perceived mental ill health. The organization of the detective service and environmental influences (e.g., the courts) were found to be major determinants of stress-related illnesses among detectives, with detective sergeants being particularly vulnerable to role-related stress.",Journal of occupational medicine. : official publication of the Industrial Medical Association,1983 Jul,United States,1983,80
2525495,An epidemiological study of children's attitudes toward disability.,"In this epidemiological study the authors recorded the attitudes of children in Hamilton, Ontario, to physically disabled and mentally handicapped children. Univariate analyses confirmed the importance of female gender, friendship and contact with handicapped persons as determinants of more accepting attitudes. Type of disability and the presence or absence of disabled children in respondents' schools were not found to influence attitudes in a systematic manner. Correlations between attitudes and children's self-esteem or sociometric ratings were not significant, nor were parent-child attitude correlations. Maternal language of origin was found to influence children's attitudes, in favour of children of English-speaking mothers. These results are discussed with reference to their practical applications by community and educational systems seeking to foster integration of disabled children.",Developmental medicine and child neurology,1989 Apr,England,1989,80
3354493,"Energy intake, energy expenditure, and smoking in relation to body fatness: the Zutphen Study.","In 1965 within the Zutphen Study information on several possible determinants of body fatness (eg, energy intake, energy expenditure, alcohol intake, coffee consumption, tea consumption, and smoking) was collected. Univariate analyses showed that for 525 men aged 45-64 y and free from cardiovascular diseases, indicators of body fatness were inversely related to the difference between energy intake and expenditure, physical activity per kilogram body weight, smoking, and coffee consumption. Alcohol intake was directly related to Quetelet index, and tea consumption was not related to indicators of body fatness. Inverse associations between indicators of body fatness and the difference between energy intake and expenditure, physical activity per kilogram body weight, and smoking were confirmed in multivariate analyses. The inverse association between body fatness and the difference between energy intake and expenditure may be due to the underestimation of energy intake by obese subjects. In lean people this association may be explained by a thermogenic effect of smoking.",The American journal of clinical nutrition,1988 Apr,United States,1988,80
3053480,"Potential and limitations of the offense-defense dichotomy in aggression research, considering the complex and evolving interactions of biological, psychological and social determinants of aggression.","The offense-defense dichotomy undeniably proved to be of heuristic interest in that it allowed relevant distinctions between specific behaviour patterns, to establish correlations between situations in which either ""offensive"" or ""defensive"" patterns are likely to be displayed, and to uncover differential drug effects on those distinct behavior patterns. But for a number of reasons, the author is led to conclude that even though the offense-defense dichotomy indeed helps in many instances to describe and to distinguish, it has rather limited potential really to explain in depth what it distinguishes at a phenomenological level of investigation.",The International journal of neuroscience,1988 Aug,England,1988,80
2489983,Sociodemographic determinants of contraceptive method choice in Sri Lanka: 1975-82.,"The determinants of contraceptive method choice in Sri Lanka are examined during a period in which contraceptive prevalence increased by over 60% and involved substantial use of sterilization and traditional methods. Data are from the 1975 World Fertility and 1982 Contraceptive Prevalence Surveys. Polytomous logistic regression is used to model four current contraceptive choices: non-use, use of a traditional method, use of a modern temporary method and use of sterilization. The analysis shows, in 1975 and 1982, strong socioeconomic as well as demographic effects on whether any method is used. However, in both years the type of method chosen is primarily a function of demographic considerations related to the couple's family-building stage rather than social status, implying that in Sri Lanka there are few socioeconomic barriers limiting access to different contraceptive methods. The family planning programme, however, has emphasized sterilization rather than birth spacing methods.",Journal of biosocial science. Supplement,1989,England,1989,80
3481909,The definition and classification of mental retardation.,"Problems with current definitions of mental retardation were recognized. Classification systems based on the behavioral capabilities of retarded persons were criticized since there are so many noncognitive determinants of performance. It was proposed that mental retardation be defined solely by IQ scores at least 2 SDs below the population mean. This suggestion was predicated on the view that the behavioral sciences currently have no better way to assess intellectual functioning. Etiology was seen as such a significant predictor of group differences that the organic, familial, and undifferentiated categories would be used in classification. Social adaptation and expected performance were seen as correlates of class membership rather than defining features of retardation, since they have no reliable method of measurement. Problems of labeling were discussed, but the practice was deemed useful if it leads to beneficial services and interventions.",Upsala journal of medical sciences. Supplement,1987,Sweden,1987,80
3973248,Qualitative influence on the perception of movement: an experimental study.,"One of the most puzzling features of ""hyperactivity"" in children is the importance of activity itself. Generalized overactivity has not been found to be a valid diagnostic marker. Could some qualitative features of activity be important determinants of the perceived quantity of activity? The analogue study reported here derives from a social-psychological hypothesis that anything that makes a behavior more noticeable or distracting can create an illusion of increased movement. Subjects performed a simple cognitive task while watching short films of adult actors. Two variables were manipulated: (a) The sound level was either loud or quiet, and (b) instructions to subjects were varied so that the behaviors shown were perceived as either appropriate or inappropriate. Results strongly supported the hypothesis. Loudness and contextual inappropriateness made the films more distracting, produced higher ratings of the amount of movement observed, and led to more negative evaluations of the behaviors seen. Implications for assessment and intervention are discussed.",Journal of abnormal child psychology,1985 Mar,United States,1985,80
3066196,Pharmacology of alcohol preference in rodents.,"In alcoholism research, two fundamental and closely related questions are: ""Why do people drink?"" and ""Why do some people drink too much?"" Humans voluntarily drink alcoholic beverages or self-administer alcohol, more often than not, in a social setting. Environmental factors and how individuals react to them can, therefore, have powerful influences on drinking behavior. On the other hand, the neuropsychopharmacological actions of ethanol and how different individuals react to them can be important biological determinants. Ethanol's action is biphasic, i.e., it can be reinforcing (rewarding) in the low concentration range, but aversive at high concentrations. Perception by the individual of the reinforcing actions of ethanol might be expected to maintain alcohol-seeking behavior, whereas aversive effects would be expected to extinguish this behavior. Identification of the environmental and biological variables that promote and maintain alcohol-seeking or alcohol self-administration behavior is key to our understanding of the disorder alcoholism itself.",Advances in alcohol & substance abuse,1988,United States,1988,80
3453175,Psychosocial determinants of breast self-examination.,"To explore the psychosocial determinants of breast self-examination (BSE) among women, we studied a stratified random sample of 264 women students, faculty, and staff in a university community. The dependent variable of the study was self-reported frequency of BSE, and predictors included measures of general health predispositions, variables of the Health Belief Model, the impact of a woman's social network, a set of secondary non-health-related barriers and benefits, and the woman's evaluation of her personal health care system. Analysis of the data showed strong relationships between most of the predictor variables and BSE. Regression analysis showed that variables measuring a woman's recent experience in the health care system were stronger predictors of BSE practice than intrapersonal ""health belief"" variables. However, the independent variables included in the regression accounted for almost 35 percent of the total variance in BSE practice.",American journal of preventive medicine,1986 May-Jun,Netherlands,1986,80
12266410,"Micro determinants of female migration in a developing country: labor market, demographic marriage market and economic marriage market incentives.","A micro study of inter-regional migration by women in Nicaragua is presented. The authors ""explore three sets of migratory incentives: (1) labor market factors such as usually are emphasized; (2) 'demographic marriage market' considerations (i.e., the probability of having a male companion)...; and (3) 'economic marriage market' considerations (i.e., the expected earnings from a companion given regional labor market conditions and assortative mating)....[They] use estimates of expected outcomes in origin, destination and third regions--conditional upon the woman's characteristics and upon regional differences in labor and marriage markets--to explore the consistency of actual migratory flows with these three sets of migratory incentives."" Data are from a sample of approximately 4,000 women aged 15-45 who were interviewed in 1977-1978.",Research in population economics,1984,United States,1984,80
3266745,"Exercise training, cardiac rehabilitation and return to work in patients with coronary artery disease.","Few studies have analysed the influence of exercise training or cardiac rehabilitation on return to work in patients with coronary artery disease. In a consecutive series of 41 men less than 60 years of age admitted for acute myocardial infarction, 19 participated in a comprehensive rehabilitation programme focused on physical training, and 22 received standard care. The baseline clinical and social variables of the two groups were comparable except for left ventricular ejection fraction which was significantly lower in the intervention group. Work resumption was not significantly different between the two groups (9/19, 47% in the intervention group vs 17/22, 77% in the control group); after three years, 42% and 73%, respectively, were still employed. These results are in keeping with that of most controlled studies of cardiac rehabilitation after myocardial infarction or coronary artery surgery, which fail to demonstrate a significant improvement in work resumption. Psychosocial factors are probably more important determinants of work resumption than is exercise training.",European heart journal,1988 Nov,England,1988,80
2740928,"Migration, acculturation and utilization of primary health care.","This study explored the roles of acculturation, urban-rural provenance and length of residence as determinants of the utilization pattern of first line health services by Moroccan, Turkish and Italian migrants in Belgium. Concurrently, utilization characteristics were recorded in Belgian reference patients. With increasing acculturation the demand for preventive care decreased, vague complaints became more prevalent, the delay before consulting for a curative problem shortened and the prognosis improved. There was no correlation between the occurrence of psychological problems and acculturation but, except for 15-44 year old female migrants, the rate of social problems was negatively associated with this study factor. Migrants with an urban background consulted earlier and presented more frequently vague complaints than migrants from rural provenance. We observed no significant influence of length of residence on utilization characteristics and only a marginal influence on morbidity pattern. Although acculturation seems to be a strong determinant of the migrant's utilization pattern of primary health care services, it does not consistently lead to a decrease of utilization differentials with the Belgian reference population. This may imply that there is a need for public health interventions targeted at ethnic minorities.",Social science & medicine (1982),1989,England,1989,80
6544459,Dental visits and self-assessment of dental health status in the adult Danish population.,"The purpose of the present investigation was to study dental visits and self-assessment of dental health status in the adult Danish population. The study group comprised 5151 persons (86.7% of the original sample) who were interviewed in order to determine living conditions. Questions on dental visits and self-assessment of dental health status were included. 61% of the adult Danish population in the age group 20-69 had regular dental visits. Dental visit habits varied according to urbanization, age, sex and social group. Among well off persons 85% had regular dental visits as opposed to only 40% in the disadvantaged social group. Well off persons and persons with regular dental visits more often claimed good dental health than persons in the disadvantaged social group and among the non-regular visitors. In the higher social group 13% reported to have removable dentures in contrast to 51% in the disadvantaged social group. To isolate determinants of dental visits a multiple dummy-regression analysis was performed. Nearly 50% of the variation in dental visit habits was explained by the variables: urbanization, sex, age, perceived dental health status, education, work in exhausting jobs, income, social background and perceived psychological problems. Efforts to bring a greater part of the adult population in Denmark in contact with the dental health service system should consider these findings.",Scandinavian journal of primary health care,1984 Nov,United States,1984,80
