PMID,TI,AB,JT,DP,PL,YY,year
12286629,Black-white regional migration and the impact of education: a multinomial logit analysis.,"""This study investigates the demographic determinants of regional migration within the United States for the periods 1965-70 and 1975-80.... Data used in the analysis are drawn from the United States census public-use microdata samples. Strong evidence is provided demonstrating that an individual's choice of destination region differs by race and that educational attainment has a significant impact on racial differences in the direction of regional migration. Moreover, racial selectivity and the influence of education is shown to be significantly different between time periods.""",The Annals of regional science,1993,Germany,1993,90
1558698,Framing the construct of life satisfaction in terms of older adults' personal goals.,"Older adults' life satisfaction can be better understood in light of their personal goals. This study of 179 elders examined (a) how goals correlate with satisfaction, (b) whether elders maintain satisfaction by accommodating goals to past losses, and (c) how correlations between satisfaction and key predictors differ among groups with different goals. Satisfaction was related positively to social maintenance and energetic life-style goals and negatively to concerns for improvement, disengagement, stability, and reduced activity. Past losses were correlated with current goals but not with satisfaction, consistent with the notion of accommodation. A cluster analysis identified 5 patterns of goals: high demand, age prescribed, self-focused, socially engaged, and low demand. Correlations between satisfaction and other predictors differed by cluster, suggesting that the determinants of elders' satisfaction depend on personal goals.",Psychology and aging,1992 Mar,United States,1992,90
8930590,Determinants of oral health in a group of Danish alcoholics.,"The purposes of this survey were to describe dental health in a group of alcoholics and to analyze the influence of social background, dental health behavior and alcohol-related variables on dental health among alcoholics. The dental health in a group of consecutively admitted alcoholics (n = 195) was described with respect to number of teeth present, DMFS, DS and the prevalence of dental erosion, removable dentures, edentulousness, and untreated dental decay. No major differences were found with respect to number of teeth and dental caries (DMFS), when compared to reference figures of the general population. As to untreated decay, however, 3-5 x more actual decayed surfaces were found among the alcoholics. In the multivariate analyses, neither DMFS, nor untreated decay were found to be associated with alcohol-related indicators. These variables were, however, related to variables of social background and dental health behavior. As to number of teeth present, an association was found with duration of alcoholism, but this relationship was eliminated, when the analysis was controlled with respect to social situation. In contrast, dental erosion was related to duration of alcoholism irrespective of confounding control of dental health behavior and social situation. Hence, the study indicates that oral health in alcoholics can be explained mainly by social situation and dental health behavior and not by variables associated directly with alcohol consumption. An exception was the presence of dental erosion, which was associated with the exposure to alcohol.",European journal of oral sciences,1996 Aug,England,1996,90
9526760,"Political violence, family stress and mental health of refugee children in exile.","The mental health of 63 refugee children, with a mean age of 5.9 years, from Chile and the Middle East, were studied during the first 18 months of exile in Stockholm, Sweden. 46% of the children were rated as having poor mental health five months after resettlement in symptom interviews with parents based on the structured questionnaire developed by Cederblad, and 44% thirteen months later. Political violence in the home country and stress in the family sphere in exile were identified as the major determinants of poor mental health in this context.",Scandinavian journal of social medicine,1998 Mar,Sweden,1998,90
12347234,"Bridewealth, marriage and fertility in the east-central states of Nigeria.","""The paper examines the determinants of high bridewealth in the east-central states of Nigeria, inhabited by the Igbo, and relates high bridewealth to rising age at marriage among both men and women. High and rising bridewealth in Igboland is associated with the prevailing economic situation, socio-economic status of bride's parents, raising incidence of self-selection of marital partners in place of arranged marriages, and particularly increasing female education.... Rising age at marriage in Igboland cannot be understood only on the basis of increasing urbanization, female education and employment opportunities, but also on the basis of rising bridewealth which reduces the tempo of marriage....The study ends with an investigation of the determinants of marital fertility through the use of a causal model that includes bridewealth, age at marriage and other socio-economic variables."" (SUMMARY IN ITA AND FRE)",Genus,1995 Jul-Dec,Germany,1995,90
12224661,Development of physical activity behaviors among children and adolescents.,"Physical activity is a key component of energy balance and is promoted in children and adolescents as a lifelong positive health behavior. Understanding the potential behavioral determinants necessitates understanding influences from three fundamental areas: 1) physiologic and developmental factors, 2) environmental factors, and 3) psychological, social, and demographic factors. The literature to date has generally investigated potential predictors of physical activity in children and adolescents in each of these three general areas, although existing data rely largely on cross-sectional studies in which it is difficult to distinguish a determinant from a correlate. In all likelihood, aspects of each of these three areas interact in a multidimensional way to influence physical activity in youth. This article reviews evidence of potential determinants of physical activity in children and adolescents and provides recommendations for future work.",Pediatrics,1998 Mar,United States,1998,90
8602490,Who is a successful quitter? One-year follow-up of a National Tobacco Quit and Win Contest in Sweden.,"The first nation-wide Quit and Win Contest in Sweden was held in 1988 with 12,840 participants. This corresponds to a participant rate of 6.4 per 1,000 daily tobacco users in Sweden. In order to follow up the long-term effects of cessation and to analyse the determinants for successful cessation, a panel (n = 946) of randomized participants were followed-up at 6 and 12 months with a mailed questionnaire. This gave a complete set of data for 557 (panel) respondents. Available baseline data from the participants' entry forms included sex, age, occupation, specific tobacco habits, quitting attempts during the previous year, and place of residence. At the 12-month follow-up 21% had been tobacco-free for the whole year. In addition 9% of the participants relapsed into tobacco-use, then quit again and were tobacco-free at the 12-month follow-up. The success rate for those participants (14%) who used smokeless tobacco (oral snuff) was similar to that of smokers. The logistic regression showed a significantly better prognosis for success among those without any earlier quitting attempts during the previous year (OR 2.35), if the subjects participated of their own volition rather than having been recruited by a non-tobacco user (OR 1.74), and if they were married/co-habiting (OR 1.92), the results were also significantly improved. The results also show that as a population-based method, Quit and Win produced many successful tobacco quitters, and one year after the contest one-fifth of the participants were still abstinent.",Scandinavian journal of social medicine,1995 Sep,Sweden,1995,90
10036557,Impact of gait problems and falls on functioning in independent living persons of 55 years and over: a community survey.,"In a cross-sectional, population-based study among community-dwelling persons of 55 years and over the incidence of falls, risk indicators for falls, specifically age, and the impact of gait problems, falls and other risk factors on functioning was determined. A randomly age-stratified sample (n = 655) was taken from all independent living persons of 55 years and over (n = 2269) and registered in a primary health care centre. They received a mail questionnaire concerning demographic data, history of falls and injuries due to falls, physical and mental health status, gait problems, functional status, including social activities. The response rate was 62% (n = 405). Of the subjects aged 55 years and of those aged 65 years and over, 25% and 31% respectively fell at least once in the previous year. Half of the people reporting falls fell more than once. Serious injury occurred in 9% of the fallers, with 4% fractures. There is a significant association between falling and age and, even more clearly, between gait problems and age. The main risk factors of single and recurrent falls were female gender, physical health status and gait problems. Logistic regression analysis reveals that the main determinants of falling in general are gait problems and female gender and, of recurrent falling female gender, physical complaints and gait problems. Falls have some negative effect on functioning, i.e. mobility range and social activities, but this is overshadowed by mental status indicators and gait problems.",Patient education and counseling,1999 Jan,Ireland,1999,90
17806340,Phenotypic basis of reproductive success in a social insect: genetic and social determinants.,"Social insects live in societies that include both reproductive and nonreproductive adults. Understanding the factors that determine which individuals become successful reproductives is necessary to explain the evolution of these societies. The phenotypic effects of the gene Pgm-3 (or a closely linked gene) that may cause workers of the fire ant Solenopsis invicta to selectively execute all queens of a specific genotype were investigated. These effects, which involve differences in queen reproductive development, are expressed only in colonies exhibiting a particular type of social organization (multiple-queen colonies), and it is only in such colonies that selective execution on the basis of genotype occurs. This is an unusual example of genotype-environment interaction in gene expression in which the environmental component is the social environment. The queens executed are, surprisingly, those with the greatest reproductive development. Thus, there is a counterintuitive relation between the potential and realized reproductive success of queens in multiple-queen societies of this ant.","Science (New York, N.Y.)",1993 May 21,United States,1993,90
9360741,Psychological determinants of idolatry in adolescents.,"The self-esteem and fear of negative evaluation of 77 fan-club members age 16 or below and 128 age-equivalent secondary school students who had never joined a fan club were investigated. Consistent with common observations, fan-club respondents were mostly females. Significant differences were found between the two samples. Logistic regression analysis showed that being a fan-club member was associated with poor self-esteem and strong fear of negative evaluation, while the bias toward females in the fan-club sample could be attributed to the effects of these two variables.",Adolescence,1997 Fall,United States,1997,90
16250705,"Social cognitive and physical health determinants of exercise adherence for HIV-1 seropositive, early symptomatic men and women.","This study examined social cognitive and physical health factors that might explain variations in exercise adherence in a 3-month supervised exercise intervention for a group of mildly symptomatic, HIV-1 seropositive men and women. The social cognitive predictor variables were outcome expectations and self-efficacy. The physical health predictor variables included CD4+ cell counts, self-report inventories of physical symptoms, and physicians' examinations. Self-report inventories of physical symptoms were associated with physicians' examinations and combined into a composite measure of physical health. Criterion variables included exercise adherence rates, VO2max change, and status as a 'remainder' versus 'drop-out.' The composite measure of physical health emerged as a significant predictor of adherence rate and gave perfect prediction of remainers and a moderate prediction of dropouts. No significant associations were observed between the social cognitive predictors and adherence. Results suggest that for this population physical health status is a better predictor of exercise adherence than either perceived self-efficacy or outcome expectancy.",International journal of behavioral medicine,1998,England,1998,90
9084798,"The spread of AIDS and the re-emergence of tuberculosis in Catalonia, Spain.","OBJECTIVE: To assess the impact of HIV/AIDS on the incidence of tuberculosis (TB) and to analyse the determinants of TB presenting as the first indicative disease of AIDS. DESIGN: Analysis of TB and AIDS surveillance data. SETTING: Catalonia, north-east Spain. PATIENTS: Two separate sources were used: (i) TB cases reported to the Catalan TB registry diagnosed between January 1982 and December 1993; (ii) AIDS cases reported to the AIDS Catalan registry diagnosed between January 1982 and December 1994. MAIN OUTCOME MEASURES: Expected and observed TB cases, and number and characteristics of AIDS cases presenting with TB. RESULTS: From 1987 to 1993 the annual TB crude incidence rate increased by 50% to a rate of 49.7 per 100,000, with a least 60% of the increase directly due to AIDS. During that period specific rates among children aged 0-4 years remained high at around 40 per 100,000. A total of 7,010 AIDS cases were diagnosed between 1988 and 1994, of whom 24.3% had TB. Multivariate analysis from those AIDS cases showed that besides male sex, young age, and urban residence, the strongest predictors of TB among AIDS cases were history of imprisonment (odds ratio, 2.16; P < 0.001) and intravenous drug use (odds ratio, 1.65; P < 0.001). CONCLUSIONS: The high rates of TB among children and young adults suggest that TB transmission has increased during this period, especially among people at high risk of AIDS. The determinants of individual risk of TB among AIDS patients act together, especially in prisons. The HIV/TB coepidemic is an emerging threat potentially for all and requires expanding targeted measures to prevent and control both disease in our setting.","AIDS (London, England)",1997 Mar 15,England,1997,90
2408154,Determinants of active self-care behaviour of insulin treated patients with diabetes: implications for diabetes education.,"The most important aim of diabetes education is to alter the self-care behaviour of patients with diabetes. In order to change their behaviour its determinants must be known. The pretest of a multicentre evaluation study with 558 participating insulin treated patients with diabetes was analysed to test the usefulness of the attitude-behaviour theory of Fishbein & Ajzen in explaining and possibly changing diabetes related active self-care behaviour. The theory of Fishbein & Ajzen is based on the assumption that human behaviour is reasoned behaviour. The theory views a person's intention as the immediate determinant of action. Determinants of intention are attitude and social norm. The results showed that the attitude was the most important determinant of active self-care, while a sufficient level of knowledge and a low orientation on the powerful others health locus of control scale were prerequisites for a positive attitude. The influence of the social environment was detrimental; although people tried to motivate patients to active self-care, they could not provide any real help in performing this desired behaviour. According to the results of this study, diabetes education should first aim at improving the level of knowledge and the health locus of control of the patients and second, at a positive attitude to active self-care. It is necessary to educate the social environment to create a more supportive atmosphere for the patient with diabetes.",Social science & medicine (1982),1990,England,1990,90
9690286,[Risk behaviors of intravenous drug users: are females taking more risks of HIV and HCV transmission?].,"BACKGROUND: This work was aimed at identifying differences in HIV and HCV risk behaviors among intravenous drug users (IDUs) according to the gender and their determinants. METHODS: IDUs over 18 years, having had sexual intercourse and able to answer the questionnaire were interviewed in 10 drug abuse treatment centers or social institutions using a questionnaire adapted from the one used in the survey of sexual lifestyle in France. RESULTS: Over 612 eligible IDUs, 595 completed the questionnaire (women: 29%);37% had multiple partners with no difference according to the gender; 14% of the women and 7% of the men reported trading sex. More women reported inconsistent condom use (46% vs. 55%) and inconsistent clean equipment use (65% vs. 73%). A younger age, independently associated to sharing equipment (men: OR = 0.94; 95% CI = 0.90-0.99; women: OR = 0.92; 95% CI = 0.85-0.99) and inconsistent HIV serology testing, independently associated to inconsistent condom use (men: OR = 3.36; 95% CI = 2.02-5.60; women: OR = 10.72; 95% CI = 3.18-36.18), were the only risk markers common to both genders. For women, being HIV negative increased the risk of inconsistent condom use. Low educational level increased the risk of inconsistent clean equipment use. No risk marker among those analyzed was associated to having had multiple partners. For men, low socioeconomic status markers, a steady sexual partner or not living in couple and educational level were associated with sexual risk behaviors (inconsistent condom use and having multiple partners); low socioeconomic status markers were associated with injecting risk behaviors (inconsistent clean equipment use and sharing). CONCLUSIONS: Women were more likely to have both sexual and injecting risk behaviors; their significant risk markers are less numerous thus harm reduction could be more difficult than for men.",Revue d'epidemiologie et de sante publique,1998 Jun,France,1998,90
12318733,The dependence of marriage migrations in Japan on personal factors and ecological variables.,"""The purpose of this paper is to explain the interprefectural migrations at marriage in Japan by personal factors and ecological variables, using a multivariate statistical model called the nested logit model....The research is based on the micro data from a national survey on the life-course migration history of household heads and spouses, conducted in 1986 by the Institute of Population Problems in the Ministry of Health and Welfare...."" Factors considered include partners' prefecture of residence, coresidence with parents, nativity, education, sibling status, period of marriage, income, gender, employment, and population density. (SUMMARY IN FRE)",Mathematical population studies,1994,United States,1994,90
12292180,Residential choices of immigrants in Australia.,"""In recent years Asian-Australians, especially those born in Indochina, have become a target of criticism by anti-immigration groups which accuse them of choosing to live only in inverted question markclosed societies' and inverted question markethnic ghettos' in Australian cities.... Evidence presented in the article shows clearly that while immigrant groups may prefer to settle in close proximity of their family and kin for practical and/or emotional reasons, their preference is not ethnically determined.... We also show that affordability, closeness to spouse's work, and neighbourhood services, rather than family and social contacts, are important factors for Asian-born immigrants when they move."" (SUMMARY IN FRE AND SPA)","International migration (Geneva, Switzerland)",1996,Switzerland,1996,90
7481601,Behavioral determinants of mothers' safety measures to prevent injuries of pre-school children.,"Home-related injuries are a major threat to pre-school children in the western world. In this study the behavioral determinants of 18 parental safety measures were assessed. To select behavioral determinants, the Attitude-Social influence-Self-efficacy/barriers model was used with the inclusion of variables from the Health Belief Model and the Protection Motivation Theory. A written questionnaire was completed by 1129 Dutch mothers of pre-school children. Most safety measures were explained (rather) well by the same set of determinants. Main determinants for adopting or not adopting a safety measure were the mother's belief in the necessity of the safety measure according to the child's age, her belief about her partner's opinion on the necessity and her belief about the success of taking the measure. Subsequent important determinants were the mother's belief about the inconvenience and instrumentality of the safety measure; the perceived susceptibility had a minor or moderate influence on most measures. This study did not indicate that more highly educated mothers were more knowledgeable about safety-related subjects. The theoretical implications of this study are discussed.",Scandinavian journal of psychology,1995 Sep,England,1995,90
10176379,Mothers' management of childhood diseases in Yorubaland: the influence of cultural beliefs.,"Several studies have noted that, besides inadequate availability of health care services in many areas, especially the less developed countries, certain disease-specific and non-disease-specific cultural beliefs may influence people's health seeking behaviour. It has even been noted that health services may be underutilized and several health and child care instructions may be ineffective or ignored in traditional and transitional societies where people's ideas and behavioural patterns conflict with the knowledge being passed to them (Feyisetan and Adeokun 1992; Feyisetan 1992). Feyisetan and Adeokun (1992) argued that non-adoption of modern preventive and curative measures cannot be attributed to poverty alone since the costs of some preventive and curative measures are not exorbitant in several of these societies. Rather, they suggested that the gap between awareness of modern health measures and health seeking behaviour must be sought in the social and cultural determinants of behaviour in such matters as child care and disease management. Earlier studies have noted that children in Nigeria die mainly from malaria, diarrhoea, measles, neonatal tetanus, whooping cough, tuberculosis, and bronchopneumonia (Morley and MacWilliam 1961; Ogunlesi 1961; Morley, Woodland and Martin 1963, 1966; Baxter-Grillo and Leshi 1964; Animashaun 1977; Tomkins 1981). Because these diseases are preventable at low cost to the individual, there is a need to investigate why large percentages of children are still subjected to many episodes of these diseases. In this paper, we examine (1) the mothers' perceptions of the aetiology of the three most cited childhood diseases in our study areas, measles, diarrhoea and fever, and the effect of these perceptions on the mothers' suggested curative measures; and (2) the persistence of the belief in abiku and how this cultural belief can influence mothers' management of childhood diseases. Since, for most mothers, perceptions of the aetiology of the childhood diseases are rooted in cultural beliefs, a brief review of disease-specific cultural beliefs is undertaken. In order to determine the effect of socio-economic factors, the mothers' perceptions of the aetiology of the childhood diseases, their recommended curative measures and the belief in abiku are examined according to selected socio-economic variables.","Health transition review : the cultural, social, and behavioural determinants of health",1997 Oct,Australia,1997,90
10564848,"[Determinants of quitting smoking in Catalonia, Spain].","OBJECTIVE: While trends in the prevalence of smoking and ex-smoking in Catalonia, Spain have been monitored, the characteristics of those smokers who quit have not been investigated. The aim of this investigation was to analyze the prevalence of cessation, or quit ratio, in Catalonia and to study its sociodemographic, life-style, and smoking correlates. SUBJECTS AND METHODS: We analyzed data collected in the Catalan Health Interview Survey conducted in 1994. This is a cross-sectional study based on a representative sample of the non-institutionalized population of Catalonia. We included for analysis a total of 5,424 subjects (3,649 males and 1,775 females) who declared to be current smokers (2,335 males and 1,331 females) or past smokers (1,314 males and 444 females). We computed the crude and age-standardized quit ratios (QR) or prevalence of cessation, as well as the odds ratio (OR) of quitting smoking, according to gender and the variables studied. RESULTS: The age-standardized QR was 31. 8% for males and 30.9% for females and increased with age. The QR was, both in males and females, greater among married subjects, with higher socioeconomic status, and with healthy life-styles (moderate and heavy leisure physical activity and moderate alcohol consumption). The OR of quitting smoking was higher in heavy smokers (OR = 2.9; 95% CI: 2.2-3.8; smokers of > 30 cigarettes/day vs. 1-10 cigarettes/day) in males, while it was < 1 for females of medium intensity, conforming a shaped curve rather than a linear trend (OR = 1.7; 95% CI: 1.0-2.9, in heavy smokers). CONCLUSIONS: This study confirms a positive association in males and females between quitting smoking and increasing age, a higher socioeconomic level, heavy smoking, and healthy life-styles. The identification of these groups should facilitate the planning of successful interventions. Further effort is also necessary to target groups with low cessation rates, such as individuals in disadvantaged social classes and light smokers.",Gaceta sanitaria,1999 Sep-Oct,Spain,1999,90
12293974,The impact of real wage and mortality fluctuations on fertility and nuptiality in precensus England.,"""This paper explores the responses of fertility and nuptiality to fluctuations in real wages and mortality that can be inferred from annual series of English historical data over the period 1542 to 1800. The paper begins with a review of the time series properties of the data and summarizes the long-term equilibrium relationships identified in previous work.... An investigation is made of the impact of shocks to real wages and mortality on demographic variables as measured by generalized impulse responses and persistence profiles.""",Journal of population economics,1998 Aug,Germany,1998,90
8351536,Social determinants of child health in Yemen.,"Much of child illness in developing countries can be explained by what have been called, 'proximate determinants,' principally infant feeding practices and preventive and curative care. During previous field research in a small village in Yemen the author observed that despite the uniformly unhealthy environment, a minority of the families carried most of the burden of child illness and death. This study was carried out to document that observation, and to suggest an explanation. The study used quantitative techniques to map child health in the community and identify a sub-sample for subsequent in-depth questioning and observation. What distinguished women with healthy and unhealthy children was the level of resources under their control and the way they managed them; their social support or lack of it; and their passive or active attitudes toward life. Detailed stories are presented for five of the women. Although biological explanations for ill health can lead to useful interventions, the social and economic problems of the 'multi-problem family'--well-recognized in industrialized countries--must also be addressed to improve child health.",Social science & medicine (1982),1993 Jul,England,1993,90
10703183,Innovative multidisciplinary research in environmental epidemiology: the challenges and needs.,"The ability of epidemiology to determine the relationships between health and environmental insults has become exceedingly difficult. The multifactorial nature of disease and the diversity of the insults, which include biologic, physical, social and cultural factors, combined with genetic susceptibility, suggest the need to develop better models of multidisciplinary epidemiologic investigation. This paper highlights the needs of an environmental epidemiologic team, discusses ways to incorporate new ideas across disciplines and to integrate constructs and paradigms of social, ecological, cultural and population determinants with individual-based exposure assessments. Innovation will be the key to the survival and increasing importance of epidemiology in addressing the public health needs of the future, but what are the ways to enhance and encourage creativity in environmental epidemiology? The process of self-renewal and continuing education will be highlighted. Additionally, the complexity of the problems and the need for clear supervision and control of multidisciplinary research efforts require a forum of communication and an 'information-processing approach' beyond those in traditional epidemiologic studies. New approaches in data management and medical informatics must be incorporated into the epidemiologic investigative framework. Methods to be included should focus on opportunities for computer-supported sharing of ideas. Such capabilities minimise the geographic distances and the disparate knowledge and training of the investigators and bring the team closer to the objectives and functions inherent in multidisciplinary investigation.",International journal of occupational medicine and environmental health,1999,Poland,1999,90
2126292,Maternal formal education and the four-child policy in Nigeria.,"A cross-sectional survey was done in the puerperium of 320 mothers who delivered at Ogun State University Teaching Hospital, Sagamu, Nigeria over a period of three months. The patients were stratified according to their parities in relation to their levels of formal education. The results showed that those with the least formal education were the most parous (p less than 0.005) and had the highest perinatal deaths. The difference between perinatal deaths suffered by mothers with no formal education and those with post-secondary school education was statistically significant (p less than 0.05). No association was demonstrated between the level of formal education and the delivery of low birthweight infants. When compared with grandmultiparae (parity greater than or equal to 5), primipara had more formal education (p less than 0.005). Therefore, for a successful implementation of the four-child policy in Nigeria, a concerted effort must be made to encourage maternal formal education. This should be to at least secondary school level.",Journal of the Royal Society of Health,1990 Dec,England,1990,90
2019096,Determinants of psychiatric rehospitalization: a social area analysis.,"The purpose of this paper is to develop an analytic framework and methodology for estimating the demand for psychiatric hospitalization in state facilities, either new admissions or readmissions of clients from the Community Services Boards (CSBs) of Virginia. The combination of community and organizational factors with inpatient characteristics for the CSBs can help identify pertinent predictors of psychiatric hospitalization. Review of the literature on psychiatric epidemiology shows that the predictors of psychiatric hospitalization can be classified into four major dimensions including community resources, socio-demographic factors, CSB client characteristics, and CSB organizational factors. It is postulated that the rates of first admissions and readmissions to state facilities are influenced by four dimensions. Furthermore, the variation in readmissions rates is contingent upon previous first admission rates and the average length of stays in state institutions while other conditions-such as community resources and demographics, CSB client mix, and CSB organizational factors-are simultaneously considered. The data were compiled from multiple sources. A path analytic model, using a linear structural relations program (LISREL VI), was validated. After the model was carefully fitted, the estimation equations for the rates of first admissions and readmissions were finalized. The estimates for psychiatric hospitalization, both first- and re-admissions, were made for each of the study CSBs.",Community mental health journal,1991 Feb,United States,1991,90
9683377,Socioeconomic and environmental covariates of premature mortality in Ontario.,"This paper contributes to debates on the broad determinants of health and on the policy shift from curative to preventive and protective interventions. It addresses empirically the relative importance of influences on health with a multiple regression analysis of ecologic data from the 49 counties of Ontario. One model achieved high predictive power (that is, Adj R2 > 75%, p < 0.0001). Educational levels were a strong predictor of population health, showing a consistent inverse relationship with premature mortality ratios for both sexes and it was the strongest predictor for females. A low income variable supplied the strongest prediction for male mortality. This variable displayed a positive association with male mortality. Municipal expenditures on environmental protection exerted a negative effect on male mortality. These findings raise questions about the current directions of health policy in Ontario where the provincial government has reduced funding to social and environmental programs, while promising to maintain health care funding.",Social science & medicine (1982),1998 Jul,England,1998,90
10080364,Hierarchies and cliques in the social networks of health care professionals: implications for the design of dissemination strategies.,"Interest in how best to influence the behaviour of clinicians in the interests of both clinical and cost effectiveness has rekindled concern with the social networks of health care professionals. Ever since the seminal work of Coleman et al. [Coleman, J.S., Katz, E., Menzel, H., 1966. Medical Innovation: A Diffusion Study. Bobbs-Merrill, Indianapolis.], networks have been seen as important in the process by which clinicians adopt (or fail to adopt) new innovations in clinical practice. Yet very little is actually known about the social networks of clinicians in modern health care settings. This paper describes the professional social networks of two groups of health care professionals, clinical directors of medicine and directors of nursing, in hospitals in England. We focus on network density, centrality and centralisation because these characteristics have been linked to access to information, social influence and social control processes. The results show that directors of nursing are more central to their networks than clinical directors of medicine and that their networks are more hierarchical. Clinical directors of medicine tend to be embedded in much more densely connected networks which we describe as cliques. The hypotheses that the networks of directors of nursing are better adapted to gathering and disseminating information than clinical directors of medicine, but that the latter could be more potent instruments for changing, or resisting changes, in clinical behaviour, follow from a number of sociological theories. We conclude that professional socialisation and structural location are important determinants of social networks and that these factors could usefully be considered in the design of strategies to inform and influence clinicians.",Social science & medicine (1982),1999 Mar,England,1999,90
2344434,"When pupils do not understand the determinants of their success and failure in school: relations between internal, teacher and unknown perceptions of control and school achievement.","Both dispositional and attributional perspectives on perceptions of control assume that people have some idea of outcome determinants. This, however, may not always be so. This study tested the hypothesis that pupils do not always understand the determinants of their learning outcomes, and that such a sense of unknown control will be associated with poor achievement in school. The study was unusual in that it tapped both dispositional control perceptions, using the new MMPCC, and causal attributions for success and failure in a school examination. Subjects were 186 10-year-old Israeli pupils of heterogeneous SES. Results confirmed that unknown control emerged as a distinct dimension of perceived control in both dispositional and attributional measures, and was consistently associated with poor achievement in school. Attributions of test outcomes to unknown causes were strongly related to dispositional unknown control, and were not affected by success or failure. In contrast, dispositional and attributional internality were unrelated, and did not predict achievement. It is argued that internal beliefs reflect internalised social-educational norms, and as a result have less impact on motivation than perceptions of unknown control. The implications of these findings for educational practice and motivational interventions are discussed.",The British journal of educational psychology,1990 Feb,England,1990,90
2014409,The Tromso Study: predictors of self-evaluated health--has society adopted the expanded health concept?,"The determinants of self-evaluated general health status were examined in a comprehensive population study of 9408 men aged 20-61 and 9152 women aged 20-56. Reduced self-evaluated health was in both sexes closely related to symptoms and diseases connected to the musculo-skeletal system and psycho-social problems and less to age and some of the major chronic diseases. Physical activity at leisure time and workload were positively associated with self-evaluated health. Our findings indicate that an important dimension reflected by self-evaluation of health is the individual's perception of own physical performance and suffice in general. There is a striking gap between the conditions which reduce the population's subjective perceived health and our ability to offer these conditions effective treatment through the health care system. This suggests differences in health concept between the medical society and the population. The association between our applied measure and coronary risk profile, based on serum cholesterol, blood pressure and cigarette smoking, was found to be almost non-existent. This supports previous findings of self-evaluation of health as an independent predictor of survival.",Social science & medicine (1982),1991,England,1991,90
12224661,Development of physical activity behaviors among children and adolescents.,"Physical activity is a key component of energy balance and is promoted in children and adolescents as a lifelong positive health behavior. Understanding the potential behavioral determinants necessitates understanding influences from three fundamental areas: 1) physiologic and developmental factors, 2) environmental factors, and 3) psychological, social, and demographic factors. The literature to date has generally investigated potential predictors of physical activity in children and adolescents in each of these three general areas, although existing data rely largely on cross-sectional studies in which it is difficult to distinguish a determinant from a correlate. In all likelihood, aspects of each of these three areas interact in a multidimensional way to influence physical activity in youth. This article reviews evidence of potential determinants of physical activity in children and adolescents and provides recommendations for future work.",Pediatrics,1998 Mar,United States,1998,90
10130406,Community health assessment. The first step in community health planning.,"Hospitals face a paradigm shift: from planning service delivery to population-based community health planning. Comprehensive community health planning is a two-step process: assessment and action, in that order. Assessment identifies community problems and resources; action follows planning, which determines which of those problems should be addressed with which resources. This paper provides an overview of the community assessment process. The first challenge in launching a community health initiative is to identify and recruit partners drawn from the ranks of prominent community organizations, such as school boards, public health agencies, and elected officials. The best enlistment strategies are those that empower persons outside the hospital to take visible control. Defining the community is the first step in analyzing the community. It is important that everyone involved in the assessment process agree on the definition, which should take in those characteristics that make the community unique, including its social systems, environmental factors, and demographics. The next step in the process is developing a community health profile, a set of key community indicators or measures that will help you set priorities, document successes and failures, and monitor trends. There are a number of models available to consult in developing indicators, whether traditional, medically oriented determinants of health or broader parameters, such as housing and public safety. Criteria for selecting indicators include validity, stability and reliability, and responsiveness. Most indicators will be developed using secondary, or already existing, sources of data, such as census data, Medicare and Medicaid files, police records, and hospital admission and exit records. Conducting the community assessment involves putting together a list of problems to be solved and a list of available resources, both of which can be compiled using the same four-step process of gathering and analyzing data: obtaining community input, identifying problems already being addressed, consulting with professional experts, and analyzing existing data. Demographics are one way of analyzing data; another is using a ""community scoreboard"" that groups causal factors into four categories: lifestyle, environment, human biology, and health services. Once the community assessment is complete, planning and implementation of programs can begin. At the same time, it is essential to mobilize the community to support your initiative. Again, you must look beyond the hospital walls to build a constituency for change, to community leaders in education, employment, transportation and recreation, housing, and the physical environment, as well as health education and preventive services.(ABSTRACT TRUNCATED AT 400 WORDS)",Hospital technology series,1993,United States,1993,90
12287058,"Land development and transmigrant farmers in Southern Sumatra, Indonesia.","""This paper discusses...the impact of land ownership on the transmigrant farmer's participation in new land development for irrigated paddy fields, taking Lampung Province (the pioneer settlement of the transmigration programme) as the specific area of reference. Special attention is focused on the case of the Way Rarem Irrigation Project in the northern part of Lampung, Southern Sumatra.... There is no evidence in this analysis to support the hypothesis that the income level of the farmer contributes to the progress of land development. The ethnicity or province of origin is also insignificant in its effect on land development. Similarly, transmigration status does not show any significant relation to land development."" (SUMMARY IN FRE AND SPA)","International migration (Geneva, Switzerland)",1993,Switzerland,1993,90
12317907,Chicano return migration to the Southwest: an integrated human capital approach.,"""This study uses an integrated human capital framework to examine the relationship between human capital, employment and ethnic factors and return migration to the Southwest [United States] among Chicanos. The sample used in the study is derived from the 1980 Public Use Microdata Samples and contains 1,926 Chicano householders between the ages of 25 and 64 who were born in one of five southwest states, lived outside of this region in 1975, and worked in the civilian labor force at any time between 1975 and 1980. The results suggest that various human capital, employment and ethnic composition variables are important predictors of Chicano return migration.""",The International migration review,1992 Winter,United States,1992,90
