sentence_source,label,label_notes,sentence
29592532,0,a,"OBJECTIVE: Analyses of representative, system-level data to examine trends in short- and longer-term readmission rates for psychiatric illnesses are largely absent. The objective of this article is to examine key trends and variables with implications for inpatient care as indicated by 30-day readmission and outpatient care as reflected by readmission within 5 years. METHODS: Using OMHRS data from 2005 to 2015, patients who had their first inpatient admission were followed for 5 years to examine their subsequent 30-day and overall admission rates stratified by discharge time and diagnosis. RESULTS: The study cohort consisted of 42,280 patients. The 30-day and 5-year readmission rates for the entire cohort were 7.2% and 35.1%, respectively. Using a time course analysis of readmission for discharges in different years, both 30-day readmission and 5-year readmission rates decreased in a linear manner from 2005 to 2010, primarily because of readmission patterns for patients diagnosed with mood disorders and schizophrenia/other psychotic disorders. It was also evident that both demographic considerations such as age and gender and variables reflective of social determinants such as education level and employment were predictive of rehospitalization risk. CONCLUSIONS: The trends of decreasing readmission rates may be reflective of improvements in the quality of hospital and community-based outpatient care. Such system-level indicators warrant tracking and may inform more effective tertiary prevention."
24678214,0,a,"BACKGROUND: The coverage of maternal care services among the tribal women in Kerala is better as compared to other states in India. AIM: This study was done to identify the factors contributing to better coverage of maternal care services among the tribal women in Kerala and to study the reasons for remaining differences that exists in utilization of services between tribal and non-tribal pregnant women. SETTINGS AND DESIGN: This was a descriptive cum qualitative study conducted in Thariode Gramapanchayat in the Wayanad district of Kerala. MATERIALS AND METHODS: Among all women who had registered their pregnancies in the 5 sub-centres under CHC Thariode and had delivered between September 2009 and October 2010, equal numbers of tribal and non-tribal ante-natal women, 35 each were interviewed in-depth using a semi-structured questionnaire. STATISTICAL ANALYSIS USED: Quantitative data was analysed using SPSS Version 16.0. Content analysis was done for qualitative data. RESULTS: The determinants of utilization in tribal women were general awareness, affordability, accessibility and quality of services along with motivation by health workers. Among tribal antenatal women, 85% utilized maternal health care facilities fully compared to 100% among non-tribal women. Lower levels of education and lack of transport facilities were prime factors contributing to under utilization by tribal women. CONCLUSIONS: Affordable, accessible and good quality of services in the public health system in Kerala and motivation by health workers were important contributing factors for better utilization of maternal care services."
3168891,1,a,"This article analyses the practice of what is termed ""liberal medicine""--which has paralleled developments in how society is organized--and examines its historical and social determinants. The evolution of the term ""liberal"" over the centuries, to its present meaning of ""practicing the profession as a self-employed physician,"" is discussed. The author continues the analysis by describing the liberal practice of medicine in the context of the terms of trade in the market for health services and professionals, which lead them to become small-businessmen in their profession. Liberal medicine develops when the unrestricted supply and demand for goods and services reaches the point where production and consumption are determined by systematic trade in a free market, without the restrictions and ties of an outdated social order. But legitimacy and controls related to the rules and regulations of the State, and of professional organizations do exist. This field of study will be examined further in future publications by the author, and by others interested in the problems of the labor force in the health sector."
3806448,1,a,"Social psychological models of health care behaviour frequently take as their starting point perception of the illness. This paper seeks to examine factors that may influence these perceptions. Beliefs about the seriousness of eleven childhood illnesses are compared in four groups of parents. Significant differences were evident between the groups of parents depending upon their experiences with illness. For three conditions (diabetes, asthma and epilepsy) the lowest rating of seriousness was made by parents with a child with that condition. For parents of children with diabetes, having a relative with diabetes in good health was associated with a perception of the illness as significantly less serious than those with a relative in average or poor health, or those with no relatives with diabetes. These results are interpreted within an information processing model. Implications of the findings for social psychological models of health care behaviour are discussed."
15353189,0,a,"The role of lifestyle in mediating the relationship between socio-economic characteristics and health has been discussed extensively in the epidemiological and economic literatures. Previous analyses have not considered a formal framework incorporating unobservable heterogeneity. In this paper, we develop a simple economic model in which health is determined (partially) by lifestyle, which depends on preferences, budget and time constraints and unobservable characteristics. We estimate a recursive empirical specification consisting of a health production function and reduced forms for the lifestyle equations using Maximum Simulated Likelihood (MSL) for a multivariate probit (MVP) model with discrete indicators of lifestyle choices and self-assessed health (SAH) on British panel data from the 1984 and 1991 Health and Lifestyle Survey (HALS). We find that sleeping well, exercising, and not smoking in 1984 have dramatic positive effects on the probability of reporting excellent or good SAH in 1991, and that these effects are much larger having accounted for endogeneity. The failure of epidemiological analyses to account for unobserved heterogeneity can explain their low estimates of the relevance of lifestyle in the socio-economic status-health relationship. Indicators for prudent alcohol consumption and eating breakfast in 1984 are not found to be statistically significant determinants of SAH in 1991."
7143281,1,a,"Changes in frequency of sexual intercourse and of leisure activities were related to degree of physical impairment and levels of dependence in primary and secondary ADL in 110 subjects with one stroke. About 75% of the subjects reduced their frequency or ceased having intercourse and active leisure. While changes in frequency of intercourse were temporally independent, changes in leisure activities were less pronounced for subjects examined later than 12 months after the stroke than for those investigated earlier. For intercourse, primarily ADL-dependence and impaired cutaneous sensibility were major negative determinants. Moreover, subjects with previously known arterial hypertension, myocardial infarction or diabetes mellitus had changed relatively less than those without these ailments, probably due to pre-stroke reductions. It is suggested that the marked changes in sexual and leisure activities are accomplished by unsuccessful coping with the vascular catastrophe and its sequelae. Aspects of coping problems, primarily the disease-related, but also those of intra- and inter-personal nature are discussed."
2710760,1,a,"The purpose of this study was to explore the associations between several social learning theory variables and self-reported vigorous exercise and to consider the implications for exercise promotion. A random sample of adults in San Diego, California, was surveyed by mail. The 2,053 respondents (response rate, 43.4%) overrepresented Caucasian, affluent, and well-educated groups. A model of 24 variables accounted for 0.27 of the variance in exercise, and results strongly supported social learning theory. The strongest correlates were self-efficacy (i.e., confidence in the ability to exercise in specific situations), perceived barriers to exercise, modeling, dietary habits, support from friends, and age. Smoking was inversely associated with exercise in men only. We encourage researchers to conduct intervention trials to test the hypotheses generated in this study."
16783115,0,a,"The purpose of this study was to examine the demographic, medical, and social cognitive determinants of exercise intentions in a population-based sample of multiple myeloma cancer survivors. Using a cross-sectional survey, 70 multiple myeloma cancer survivors completed a questionnaire that assessed their medical and demographic characteristics, past exercise behavior, and social cognitive exercise beliefs using the theory of planned behavior. Seventy participants provided valuable data. Descriptive statistics indicated that participants had quite positive instrumental attitude, intentions, and subjective norms and moderate levels of perceived behavioral control and affective attitudes for exercise. Forced entry multiple regression showed that the theory of planned behavior explained 43% of the variance in exercise intentions. Instrumental attitude and perceived behavioral control were both independent predictors of exercise intentions. No demographic or medical variable moderated the association between the theory of planned behavior constructs and exercise intentions. The results of the present investigation support the growing body of evidence confirming the utility of the theory of planned behavior to understand the salient determinants of exercise in cancer survivors. Knowledge gained from this study provides important information to oncology practitioners who are responsible for delivering supportive care interventions, including exercise, to patients diagnosed with multiple myeloma."
26340644,0,a,"Mega-sporting event regeneration, as a specific approach to urban renewal, uses impending host-city status as a catalyst for revitalisation and has the potential to improve health both through addressing deprivation and by promoting increased sport and physical activity among the host-city's population. This qualitative study explored how hosting of the London 2012 Games impacted upon the way East London residents perceived and experienced the social determinants of health in their local neighbourhood. We conducted narrative family interviews, go-along interviews and video focus group workshops with 66 Newham residents, aged 12-55 years, immediately after the Games. A narrative analytic approach examined accounts of health and wellbeing experiences in terms of neighbourhood change and the spectacle of the Games. Participants of this qualitative study generally welcomed the respite and the unexpected chance to live in a cleaner, safer and more unified environment. However, this positivity was underscored by an acute awareness that this was a very temporary situation and one that was intended to support the event rather than residents."
1860024,0,a,"""To isolate and quantify possible determinants of any increased prevalence of depressive disorders in women we studied a select group of men and women, initially similar in terms of a number of putative social determinants of depression, and reviewed the sample five years later when social role diversity was anticipated. We used the Diagnostic Interview Schedule (DIS) to generate DSM-III and RDC diagnoses to estimate lifetime depressive disorders, and established (via corroborative reports) the likely accuracy of those data. Despite lifetime depression being a relatively common experience, no significant sex differences in depressive episodes were demonstrated, suggesting the possible irrelevance of biological factors in determining any sex difference. As there was not major social role divergence over the five year study, we interpret the lack of a sex difference as a consequence, and suggest that findings support the view that social factors are of key relevance in determining any female preponderance in depression described in general population studies."""
15046963,0,a,"OBJECTIVE: To examine whether the personality dimensions, neuroticism and alexithymia, and the affective state dimensions measuring negative and positive affect significantly contributed to changes over time in the number of medically unexplained symptoms (MUS) reported. METHODS: A total of 318 patients, presenting to their primary care physician with MUS, participated in the study. Logistic regression analyses were conducted to assess to what extent neuroticism, alexithymia, negative affect and positive affect independently contributed to (1) increase vs. decrease in the number of symptoms reported, and (2) the presence of a consistently high number of MUS over a 6-month follow-up period. RESULTS: Negative affect was the strongest determinant of changes in the number of symptoms reported. In addition, low positive affect significantly contributed to changes in the number of symptoms over time. Next to negative affect, the dimension of alexithymia measuring difficulty in identifying feelings (DIF) was found to be an independent predictor of a consistently high number of MUS. Neither neuroticism nor general alexithymia independently contributed to changes in the number of symptoms over time or to symptom persistence. CONCLUSIONS: Negative affect is an important determinant of MUS, because it contributes both to symptom evolution and symptom persistence. Positive affect has a beneficial effect on somatic symptom evolution, whereas the alexithymia dimension measuring DIF clearly contributes to the prediction of symptom persistence."
3182366,1,a,"A population of 54 high-school-aged kibbutz youth in Israel were studied to assess their smoking habits. Twenty (37%) were smokers. Among the smokers, 15 (75%) smoked daily, with four smoking as many as 10-20 cigarettes per day. Nearly half of the group believed smoking affected their health and were interested in stopping their use of cigarettes. Smokers when compared to nonsmokers had more positive peer relations (chi 2 = 9.308; p less than 0.01), less positive relations with parents (chi 2 = 8.293; p less than 0.01), more boredom with kibbutz life (chi 2 = 3.468; p less than 0.10), and less involvement with a hobby, sport, or reading (chi 2 = 3.133, p less than 0.10). Parents' smoking habits, marital status of the parents, students' self-evaluation of their academic performance, and youths' age and sex did not differentiate smokers from nonsmokers."
2784327,1,a,"A survey of all registered deaths which occurred during 1981-1983 in women of reproductive age was carried out in Menoufia Governorate, Egypt. Surviving family members were interviewed by trained social workers, and information was collected on symptoms of the disease that led to death. The completed questionnaires were reviewed by a panel of local physicians and a cause of death was assigned by the panel. Maternal mortality was a leading cause of death, second only to heart disease. There were 190 maternal deaths per 100,000 livebirths and 45 maternal deaths per 100,000 married women aged between 15 and 49 years. Most of the maternal deaths (63%) were due to direct obstetric causes of which haemorrhage was the main cause. Another 27% of the maternal deaths were due to indirect obstetric causes of which rheumatic heart disease was the main cause."
19253847,0,a,"OBJECTIVE: To undertake a research into the maternal health care services and its determinants in poor regions in Sichuan province. METHODS: Stratified cluster sampling strategy was employed to select the participants who had pregnancy since 1998 to complete the interview administered ""maternal health care questionnaire"". A total of 462 women participated in the study. RESULTS: Of the 462 women, 387 received prenatal care services, the most common maternal health care services. Only 144 women got post-natal visits at least once. Maternal age and education had significant impacts on the use of maternal health care services including prenatal examinations and birth in hospitals (P<0.05). Low-income (< Yen 1000) women used less maternal health care services than the high-income (> Yen 5000) women (P<0.05). The women who were covered by the cooperative medical insurance scheme and poverty alleviation scheme used more prenatal care and post-natal services and were more likely to deliver babies in hospitals than those who paid the services entirely out of pocket (P<0.05). CONCLUSION: Poor social and economical situation has a detrimental impact on the use of maternal health care services, which might be associated with poor education and low financial capacities of the women."
26791057,0,a,"BACKGROUND: ""Gender"" reflects social norms for women and men, whereas ""sex"" defines biological characteristics. Gender-related characteristics explain some differences in access to care for premature acute coronary syndrome (ACS); whether they are associated with cardiovascular outcomes is unknown. OBJECTIVES: This study estimated associations between gender and sex with recurrent ACS and major adverse cardiac events (MACE) (e.g., ACS, cardiac mortality, revascularization) over 12 months in patients with ACS. METHODS: We studied 273 women and 636 men age 18 to 55 years from GENESIS-PRAXY (GENdEr and Sex determInantS of cardiovascular disease: from bench to beyond-Premature Acute Coronary SYndrome), a prospective observational cohort study, who were hospitalized for ACS between January 2009 and April 2013. Gender-related characteristics (e.g., social roles) were assessed using a self-administered questionnaire, and a composite measure of gender was derived. Outcomes included recurrent ACS and MACE over 12 months. RESULTS: Feminine roles and personality traits were associated with higher rates of recurrent ACS and MACE compared with masculine characteristics. This difference persisted for recurrent ACS, after multivariable adjustment (hazard ratio from score 0 to 100: 4.50; 95% confidence interval: 1.05 to 19.27), and was a nonstatistically significant trend for MACE (hazard ratio: 1.54; 95% confidence interval: 0.90 to 2.66). A possible explanation is increased anxiety, the only condition that was more prevalent in patients with feminine characteristics and that rendered the association between gender and recurrent ACS nonstatistically significant (hazard ratio: 3.56; 95% confidence interval: 0.81 to 15.61). Female sex was not associated with outcomes post-ACS. CONCLUSIONS: Younger adults with ACS with feminine gender are at an increased risk of recurrent ACS over 12 months, independent of female sex."
22029554,0,a,"Because of increased concerns about terrorism around the globe, international organizations are very interested in understanding how safety and cultural issues impact their employees' willingness to relocate abroad. This has been especially true for international companies based in the United States, given the recent salience of US activities around the world. Additionally, questions remain regarding the efficacy of financial incentives to motivate individuals' willingness to relocate when the destination may be dangerous. Therefore, the factors impacting willingness to relocate from the US to another country were examined experimentally in this study. Based upon theory and research in social and organizational psychology, it was hypothesized that cultural similarity, destination safety, and financial incentives would have direct effects on individuals' willingness to accept relocation offers. It was also predicted that cultural similarity and destination safety would moderate the effects of incentives upon willingness to relocate. The study used a 2 x 2 x 3 between-subjects design manipulating destination similarity (similar, different), destination safety (safe, dangerous), and bonus for relocating (0% bonus, 20% bonus, 40% bonus). Results from 196 participants at a university in the northeastern part of the US revealed that financial incentives and safety perceptions directly impacted willingness to relocate. In line with moderator predictions, financial incentives had a stronger effect on willingness to relocate when the destination was culturally different from the United States than when it was similar. Against expectations, there was no interaction between financial incentives and safety. Destination safety perceptions were relatively strong determinants of willingness to relocate."
6886584,1,a,"Dietary, social, and constitutional determinants of plasma concentrations of some major risk factors for ischaemic heart disease were investigated in a cross sectional study among 711 men from the general population aged 30-69. For high density lipoprotein cholesterol (HDL-C) six variables were significantly associated with plasma concentrations, and these variables explained 12.6% of the variance. For low density lipoprotein cholesterol (LDL-C), total cholesterol (T-C), and triglyceride 8.4%, 7.5%, and 18.5% of the variance was explained by significantly associated variables. Fibrinogen concentrations determined chemically were significantly associated with age, smoking habit, body mass index, alcohol consumption, and intake of cereal fibre (24.2% variance). These data provide some encouragement for the possibility of dietary intervention to influence plasma concentrations of major risk factors for ischaemic heart disease in men."
8500954,0,a,"The primary health care approach to public health stresses recognition of economic, political, and social determinants of health. In practice, briefly trained community health workers provide people with education and health care, but they require sound supervision. Such tasks of leadership require higher education. This demands more schools of public health of independent status, as well as stronger departments of community medicine within schools of medicine. Independent schools of public health throughout the world are much stronger than preventive medicine departments in medical schools, as measured by full-time faculty, scope of teaching and research, and candidates enrolled. To train properly for leadership, such independent schools in the developing world should be multiplied by 12 times to meet the needs. Leadership requires basic preparation in the full scope of public health knowledge, along with skills of effective management."
2589474,1,a,"Data on nutritional intake and patterns of physical growth in the rural Andean community of Nunoa, Peru (elevation 4,000 m), are described and compared to data previously collected from this location. Food consumption data and selected anthropometric measures were obtained from a sample of 33 households. Estimates of caloric intake from this study are very similar to those obtained in Nunoa during the mid- and late 1960s. However, within the present sample, upper income (i.e., middle class) individuals have significantly higher caloric intakes than those of the lower income group and also appear to have an improved diet relative to individuals of 20 years ago. Anthropometric data show that children of the upper socioeconomic status (SES) group are significantly taller and heavier than the lower SES group children. Moreover, the children of the wealthier families are taller and heavier than the children measured 20 years ago at the same location, whereas the poorer children are not. These results indicate that nutritional factors have significantly contributed to the extreme pattern of slow growth previously reported for children of Nunoa and, moreover, demonstrate how social and environmental forces interact to create differential levels of stress that contribute to variation in biological well-being."
12286629,0,a,"""This study investigates the demographic determinants of regional migration within the United States for the periods 1965-70 and 1975-80.... Data used in the analysis are drawn from the United States census public-use microdata samples. Strong evidence is provided demonstrating that an individual's choice of destination region differs by race and that educational attainment has a significant impact on racial differences in the direction of regional migration. Moreover, racial selectivity and the influence of education is shown to be significantly different between time periods."""
7424839,1,a,"A stratified sample (race, sex, and social class) of 469 laymen from two North Carolina communities responded to a 190-item MMPI-based questionnaire with the degree of mental illness concern evoked by each item. The results reflected systematic race and social class differences in the behavioral bases for mental illness attributions--differences not explainable by overall differences in toleration for deviance. Although laymen had roughly similar rank orderings for the 13 homogeneous clusters of items, blacks indicated greater concern over breakdowns in social orientation than whites, while the opposite pattern held for traditionally defined psychopathy (internal distresses). Upper-class concerns were, comparatively, with cognitive dysfunction, middle-class with moral and social responsibility, and lower-class with social inadequacies."
3811601,1,a,"In the context of the first Swiss National Health Survey preventive health behaviour was tested in 3419 Swiss citizens aged over 20 years. A health behaviour index including favourable health attitudes and good utilization of preventive health services was correlated with different social indicators. Age, sex and a good self-rated health were the most important factors associated with a high preventive health behaviour score. Education showed a less strong but also significant influence on positive health behaviour. Overall utilization of health services decreased with high preventive health behavior index."
18194525,0,a,"BACKGROUND: Considering the high costs of sick leave and the consequences of sick leave for employees, an early return-to-work of employees with mental disorders is very important. Therefore, a workplace intervention is developed based on a successful return-to-work intervention for employees with low back pain. The objective of this paper is to present the design of a randomized controlled trial evaluating the cost-effectiveness of the workplace intervention compared with usual care for sick-listed employees with common mental disorders. METHODS: The study is designed as a randomized controlled trial with a follow-up of one year. Employees eligible for this study are on sick leave for 2 to 8 weeks with common mental disorders. The workplace intervention will be compared with usual care. The workplace intervention is a stepwise approach that aims to reach consensus about a return-to-work plan by active participation and strong commitment of both the sick-listed employee and the supervisor. Outcomes will be assessed at baseline, 3, 6, 9 and 12 months. The primary outcome of this study is lasting return-to-work, which will be acquired from continuous registration systems of the companies after the follow-up. Secondary outcomes are total number of days of sick leave during the follow-up, severity of common mental disorders, coping style, job content, and attitude, social influence, and self-efficacy determinants. Cost-effectiveness will be evaluated from the societal perspective. A process evaluation will also be conducted. DISCUSSION: Return-to-work is difficult to discuss in the workplace for sick-listed employees with mental disorders and their supervisors. Therefore, this intervention offers a unique opportunity for the sick-listed employee and the supervisor to discuss barriers for return-to-work. Results of this study will possibly contribute to improvement of disability management for sick-listed employees with common mental disorders. Results will become available in 2009. TRIAL REGISTRATION: ISRCTN92307123."
12265102,1,a,"The aim of this paper is to assess the relative importance of economic and quality of life (QOL) factors as determinants of inter-metropolitan migration in the United States. The study is based on the generalized systemic gravity model of Alonso and on data from a sample of 25 SMSAs over the period 1965-1970. ""The most striking feature of the empirical results is the apparent lack of importance of origin economic and QOL factors as determinants of outmigration.... On the other hand, the empirical results suggest both economic and QOL factors to be significant determinants of inmigration."""
17077411,0,a,"We provide a framework for health services-related researchers, practitioners, and policy makers to guide future health disparities research in areas ranging from detecting differences in health and health care to understanding the determinants that underlie disparities to ultimately designing interventions that reduce and eliminate these disparities. To do this, we identified potential selection biases and definitions of vulnerable groups when detecting disparities. The key factors to understanding disparities were multilevel determinants of health disparities, including individual beliefs and preferences, effective patient-provider communication; and the organizational culture of the health care system. We encourage interventions that yield generalizable data on their effectiveness and that promote further engagement of communities, providers, and policymakers to ultimately enhance the application and the impact of health disparities research."
12338592,1,a,"The author briefly describes the work of Malthus and the development of first- and second-generation economic-demographic models. He then discusses a proposed third-generation model which ""examines conjointly both consequences and determinants of population growth, and analyzes them at the level of the agricultural household."" A project being conducted by the Food and Agricultural Organization to construct a third-generation model using data from the Philippines and two other countries is described"
8961415,0,a,"Policy makers and scientists are increasingly concerned with the use of formal care services by the elderly. This article demonstrates that there are three different care systems: the informal, the commercial and the formal (public) system. In terms of prevalence, the formal system is the least important one. By means of a cross-sectional sample of the elderly population of Antwerp, an Andersen model is estimated to explain the use of formal services. This model shows that the level of functional capacity of the elderly is a crucial factor. Yet, the effect this has on the use of care varies according to the different living arrangements. ""Need"" as such, therefore, does not determine the use of formal services, since its effect is modified by the different alternatives that are at the disposal of the elderly person (living arrangements, informal care, income, availability of commercial alternatives). In the conclusion it is argued that the Andersen model, in a cross-sectional design, is inadequate to construct a theory concerning the use of care services."
6542479,1,a,"Reproductive and agonistic behaviors in Siamese fighting fish were investigated in eight experiments, and some consequences and determinants of these sequences were isolated. First, fights and the formation of dominance-subordinancy relations were studied. Second, it was determined that large body size as well as males' prior residency in a tank produced an agonistic advantage; the magnitude of this advantage was positively related to the duration of residency. Third, the prior-residency effect in Bettas was determined by males' familiarity with visual and/or tactile cues in their home tanks. Fourth, dominant males had greater access to living space and were more likely to display at a mirror, build nests, and approach females than were subordinates. Finally, it was discovered that chemical cues associated with presumedly inert plastic tank dividers influence Bettas' social behavior."
7241029,1,a,"Differences were analysed between growth patterns and determinants of physical growth in two groups of normal infants at 24 months. Longitudinal data routinely collected in a mother and child clinic were analysed. At 24 months, 26% of cohort infants were at or below the 10th percentile for length (= 'small' infants); 98 of these were compared with 83 'medium' infants (between the 50th and the 75th percentile, for example). Excessive downward deviation of length percentiles was seen in 80% of 'small' infants. In 20% their birthweight was on the 10th percentile or below; 50% had a mother less than 155 cm tall; maternal stature was closely linked with socioeconomic factors. Of mothers with less than nine years of schooling, 70% had 'small' infants. In 95% of both groups growth attainment at two years could be predicted from data at 12 months. The known factors influencing deviant physical growth overlap with those of mental and social development. Growth deviation by itself may identify infants open to multiple risks, especially if their mothers have a low educational level. Further narrowing of the target group for specialised intervention strategies should be attempted."
6663350,1,a,"The epidemiological and clinical profile of Chronic Post-Traumatic Headache (CPTH) has been studied in 57 out of 130 consecutive patients hospitalized, following closed head injuries, at the Institute of Neurosurgery of the University of Milan. The incidence of CPTH has been 44%. Age of the patients ranged between 4 and 69 years. Clinical pictures included closed head injuries of different degree of severity: mild, moderate and severe. Time of onset, headache frequency, character, intensity, duration and associated symptoms showed a great degree of variability. However, chronic muscle contraction headache was the commonest clinical syndrome followed by migraine. Moderate correlations have been found between the severity of CPTH disturbance of consciousness, following the head trauma, and positive findings at CT scan. Moreover the comparison of personality profiles (MMPI) of CPTH (n=26) with a post-traumatic control group, without headache (n=17) showed higher scores on hypocondriasis, depression, hysteria and schizophrenia scales only in the severe CPTH group. Age of the patients, duration of unconsciousness, neurological deficits, course length and pending litigation or compensations were unrelated to the occurrence and outcome of CPTH. These findings suggest the importance of both physical and psychological determinants (social or emotional maladjustment) in the pathogenesis of CPTH."
3384599,1,a,"Determinants of emergency room visits for psychological reasons were studied prospectively for a four month period in an Indian General Hospital. Psychiatric emergencies constituted only 2% of all emergency visits. Most of the patients were new except for 7.4% who were already registered with the outpatient services of the psychiatry department. Males outnumbered females in a ratio of 2:1. Self-referrals constituted 77% of the samples; 21% of patients were brought by police. Two-thirds of the patients were brought owing to the severity of their clinical condition and the rest, one-third, for medico-legal and social reasons. Approximately 80% of the patients sought consultation within one month of the onset of illness episode. First episode of mental illness was within last one year of the emergency room visit in 60% patients. Past history of hospitalization for mental illness was obtained only in 10% of cases. The pattern suggested that there was no misuse of emergency services by psychiatric patients although 20% of the patients presented with social problems only which required social rather than psychiatric intervention."
2315554,0,a,"This article addresses several specific questions which have arisen from speculation about the impact of recent social, economic, and demographic trends on the older family. The availability of and interaction with children among elderly Americans over the past two decades is examined. Causal models are used to explore the effects of social, economic, and demographic change on family interaction and living with a child. Finally, the implications of these findings for the future are reviewed. Analyses are based on the 1984 National Health Interview Survey Study on Aging and the 1962 and 1975 Survey of the Aged studies."
25354071,0,a,"The goal of MD-PhD training programs is to produce physician-scientists with unique capacities to lead the future biomedical research workforce. The current dearth of physician-scientists with expertise outside conventional biomedical or clinical sciences raises the question of whether MD-PhD training programs should allow or even encourage scholars to pursue doctoral studies in disciplines that are deemed nontraditional, yet are intrinsically germane to major influences on health. This question is especially relevant because the central value and ultimate goal of the academic medicine community is to help attain the highest level of health and health equity for all people. Advances in medical science and practice, along with improvements in health care access and delivery, are steps toward health equity, but alone they will not come close to eliminating health inequalities. Addressing the complex health issues in our communities and society as a whole requires a biomedical research workforce with knowledge, practice, and research skills well beyond conventional biomedical or clinical sciences. To make real progress in advancing health equity, educational pathways must prepare physician-scientists to treat both micro and macro determinants of health. The authors argue that MD-PhD programs should allow and encourage their scholars to cross boundaries into less traditional disciplines such as epidemiology, statistics, anthropology, sociology, ethics, public policy, management, economics, education, social work, informatics, communications, and marketing. To fulfill current and coming health care needs, nontraditional MD-PhD students should be welcomed and supported as valuable members of our biomedical research workforce."
31909079,0,a,"Excessive alcohol use is a significant public health problem globally. Alcohol use typically begins in adolescence or early adult life, and effective prevention strategies focused on this age group are needed to avoid development of Alcohol Use Disorder (AUD). AUD is a worldwide problem resulting in millions of deaths, including hundreds of thousands of young lives lost. It is not only a causal factor in many diseases, but also a precursor to injury and violence. Furthermore, its' negative impacts can spread throughout a community or a country, and beyond, by influencing levels and patterns of alcohol consumption across borders [1]. This study sought to ascertain the influence of socio-cultural factors in AUD among adults. The study adopted a descriptive cross-sectional study design. Stratified random sampling techniques were used to sample alcohol users across the county. Both descriptive (frequencies and percentages) and inferential (chi-square test) statistics were employed in data analysis. Content analysis was used to identify emerging themes in the interviews conducted. The study established that 65% of alcohol users in Muranga County have symptoms of AUD. Socio-cultural factors were found to influence AUD. Based on the findings, it was recommended that the Ministry of health and NACADA should organize sensitizations and awareness drives on alcohol abuse on the worrying trends of AUD together with their associated morbidities. The study also recommended deliberate efforts towards implementation of sound policies aimed at curbing the growth of the AUD."
499795,1,a,"Behavioral pediatric fellowships are available in 15 major medical institutions in the United States. In general, these programs focus on the psychologic, social, and biologic determinants of behavior and learning disabilities in children. Child psychiatry's participation in the formulative stages of these programs is considered vital. The authors caution psychiatry to avoid concentrating its energies upon these socially and developmentally inclined behavioral pediatricians to the detriment of all pediatric house staff."
2738317,1,a,"This study examined the personal and environmental factors related to the activity involvement of older people living in congregate residential settings. A sample of 1,428 residents in 42 such settings provided information about their activities, functioning, and background. Measures of facility features were also available. These data show that individuals are more likely to participate in facility-organized activities in settings where overall resident participation is greater, the average functioning of residents is lower, staffing is higher, and the program more structured. Participation in facility activities is not related to personal characteristics. In contrast, involvement in resident-initiated activities, both in the facility and in the community, is related to personal characteristics (being functionally intact, female, and better educated) and to facility features (larger size, lower staffing, greater autonomy and cohesiveness). The impact of some features varies depending on the functional capacity of the individual resident."
14624964,0,a,"The purpose of this investigation was to identify determinants of alcohol consumption based on a number of demographic and psychosocial variables in a group of pregnant women at risk for alcohol consumption. Data were collected on a sample of 232 pregnant females who agreed to participant in a multistate alcohol prevention intervention. The variables of interest included demographic measures of race, age, education, marital status, health status, employment status and if they had been involved in physical abuse during the past year. Additionally, psychosocial variables were collected on social support, family functioning, mental health and illicit drug use. The dependent variables of interest were any alcohol use during the pregnancy and an abuse measure that was based on a composite score generated from questions related to problems associated with alcohol behavior. Logistic regression analysis was conducted to see if the independent variables (demographic and psychosocial variables) were predictive of any alcohol use. Multiple linear regressions were conducted to ascertain if the independent measures were predictive of alcohol abuse. The results showed that race, age, physical abuse and to a lesser extent health were associated to any alcohol use and alcohol abuse. The findings with the psychosocial variables were not as robust. Nevertheless, problematic psychiatric and drug use composite scores were associated with alcohol abuse."
23911764,0,a,"The protection of catchment areas for drinking water quality has become an increasingly disputed issue in Australia and internationally. This is particularly the case in regard to the growing demand for nature based and rural recreation. Currently the policy for the protection of drinking water in Western Australia is to enforce a 2 km exclusion zone with a much larger surrounding area with limited and prescribed access to recreators. The debate between recreators and water management agencies has been lively, culminating in a recent state government enquiry. This paper describes the second phase of a three phase study to develop a methodology for defensible policy formulation which accounts for the points of view of all stakeholders. We examine general community, active recreators and professionals' views on the current policy of catchment protection and five proposed alternatives using a social judgement theory approach. Key attitudinal determinants of the preferences for policies were identified. Overall the recreators did not support the current policy despite strong support from both the general community and the professional group. Nevertheless, it was evident that there was some support by the community for policies that would enable a slight relaxation of current recreational exclusion. It was also evident that there was a significant proportion of the general community who were dissatisfied with current recreational opportunities and that, in future, it may be less easy to police exclusion zones even if current policy is maintained. The potential for future integration of recreational and water source protection is discussed as well as the benefits of community research in understanding policy preferences in this regard."
