PMID,TI,AB,JT,DP,PL,YY,year
256827,"Male homosexuality: perversion, deviation or variant?","Male homosexuality has complex determinants: biological, psychological, social, cultural and situational factors may be relevant, either inhibiting hetereosexuality or leading towards homosexuality. Environmental factors seem paramount, particularly significant early relationships, usually within the family. Especially implicated are the personalities and interaction of the parents, recent interest being especially in the father's role. Also relevant is the family as a complex social system and the modes of communication within it, both verbal and non-verbal. Social research and sociopolitical pressures have helped to liberalize attitudes to homosexually 'deviant' behaviour but have not added significantly to its understanding. Many factors are involved in determining whether homosexual men seek therapy and reach a particular therapist. These factors relate to the patient's and therapist's personalities; to different therapeutic philosophies and therapeutic goals; and to the formal and informal referral networks in society.",Ciba Foundation symposium,1978 Mar 14-16,Netherlands,1978,70
641537,Implications for concepts of psychopathology of studies of economic principles in behavior therapy programs.,"In several studies of token economies, it has been observed repeatedly that chronic psychiatric patients conform to the same economic principles as explain the activities of presumably normal participants in the national consumer economy. Such observations are consistent with behavior therapy's assumptions that those labeled mentally ill follow the same psychological and social lows as those considered normal and that behavior is responsive to specific situational determinants. Although they disprove nothing, these observations may pose problems for more traditional approaches which view psychopathology as the result of central disorders or deficits with diffuse effects across a wide range of ordinary life situations.",The Journal of nervous and mental disease,1978 Mar,United States,1978,70
629222,"Nutrition and infant behavior: a replication study in the Katmandu Valley, Nepal.","As a cross cultural comparison with an earlier study done in West Bengal, behavioral observations were made in the Katmandu Valley of 36 well-nourished and 38 undernourished children, 7 to 18 months of age, and their mothers. Undernourished children showed lowered levels of exploratory activity and attachment behavior, especially distance interaction, and a heightened need for physical closeness to the mother. Moreover, among the undernourished children the level of intellectual performance and the overall time spent in play were decreased, while time spent sucking at the breast was increased. In contrast to the West Bengali study, maternal behavior showed no differences between the two nutritional groups, and the intercorrelations between maternal and child scores showed similar or parallel patterns of reciprocity for the well-nourished and the undernourished children. No sex or age differences were found. The findings were interpreted to support Levitsky and Barnes' hypothesis of ""functional isolation"" as a mechanism between undernutrition and environmental stimulation to produce long-term behavioral changes. In addition, hunger as a motivational state, expressed as increased sucking, may interfere with other motivational determinants that might lead to exploration and/or increased social contacts.",The American journal of clinical nutrition,1978 Mar,United States,1978,70
754313,Factors related to preventive health behavior: implications for social work intervention.,"As acute and infectious diseases become controlled, further improvement in the health status of a population increasingly depends on prevention. Social workers are frequently involved in activities designed to influence individuals and groups to use preventive services or engage in health-maintaining practices. Understanding the determinants of preventive health behavior should contribute to the effectiveness of these social work activities. Therefore, this article reviews numerous empirical studies of preventive health behavior and attempts to integrate them into a theoretical framework. A series of factors that may serve as barriers or supports to preventive health behavior are identified, and their implications for social work intervention are discussed.",Social work in health care,1978 Spring,United States,1978,70
753765,Social and psychological determinants of adaptation.,"Social and psychological frameworks used to explain adaptation are examined. Findings from a study of three ethnic groups, Irish, Italian, and Polish Americans, aged forty to eighty are presented to test the effects of life stage, social surround, and personality on adaptation.",International journal of aging & human development,1978-1979,United States,1978,70
748223,Socio-cultural and clinical determinants of symptomatology in obsessional neurosis.,"Eighty-two obsessional neurotics were studied from a phenomenological viewpoint in order to unmask the clinical and socio-cultural determinants of symptom-choice in this disorder. The form of obsessions and compulsions seemed to be affected primarily by intrinsic factors (age, sex, I.Q.) while their content was affected equally, if not more, by extrinsic factors (religion, locality, social class). Patient's age at the onset of illness seemed to be an extremely relevant factor insofar as it affected both the form and the content of symptoms. Some socio-cultural explanations have been offered these findings. The data is important insofar as it provides a baseline for cross-cultural studies of the phenomenology of obsessional illness.",The International journal of social psychiatry,1978 Autumn,England,1978,70
641175,Determinants of locus of control orientation in male alcoholics.,Investigated various demographic correlates of locus of control orientation in 123 male alcoholics. The social functioning of alcoholics was associated significantly with locus of control. It was suggested that conflicting results among similar studies probably are due to the differing social or demographic characteristics of the samples that were used.,Journal of clinical psychology,1978 Jan,United States,1978,70
631961,The economic and political determinants of human (including health) rights.,"This paper presents an analysis and critique of the U.S. government's current emphasis on human rights; and (a) its limited focus on only some civil and political components of the original U.N. Declaration of Human Rights, and (b) its disregard for economic and social rights such as the rights to work, fair wages, health, education, and social security. The paper discusses the reasons for that limited focus and argues that, contrary to what is widely presented in the media and academe: (1) civil and political rights are highly restricted in the U.S.; (2) those rights are further restricted in the U.S. when analyzed in their social and economic dimensions; (3) civil and political rights are not independent of but rather intrinsically related to and dependent on the existence of socioeconomic rights; (4) the definition of the nature and extension of human rights in their civil, political, social, and economic dimensions is not universal, but rather depends on the pattern of economic and political power relations particular to each society; and (5) the pattern of power relations in the U.S. society and the western system of power, based on the right to individual property and its concomitant class structure and relations, is incompatible with the full realization of human rights in their economic, social, political, and civil dimensions. This paper further indicates that U.S. financial and corporate capital, through its overwhelming influence over the organs of political power in the U.S. and over international bodies and agencies, is primarily responsible for the denial of the human rights of the U.S. population and many populations throughout the world as well.","International journal of health services : planning, administration, evaluation",1978,United States,1978,70
311513,The prognosis of schizophrenia: rationale for a multidimensional concept.,"Three main ways of viewing schizophrenia exist that have different prognostic, practical, and conceptual implications. The mixed cross-sectional/longitudinal view of Kraepelin and others states essentially that there is a disease, schizophrenia, that can be identified by considering both characteristic symptoms and course. Prognosis in the disorder so defined is guarded, but because of the composite diagnostic criteria used, the characteristics most important for relating to outcome remain unknown. The second view defines schizophrenia primarily in terms of the cross-sectional symptom picture alone. It has been shown empirically that defining a disorder in this way has relatively limited prognostic implications. The third approach identifies schizophrenia in terms of several ""axes,"" such as type of schizophrenic symptoms, their duration, the person's social relations, and his work function. These axes are viewed as relatively independent processes with somewhat different determinants, implying the need for different specific treatments. The authors believe this last view is the one most supported by currently available data.",Schizophrenia bulletin,1978,United States,1978,70
308401,Healthy family functioning: a cross-cultural appraisal.,"It is increasingly recognized that rapid cultural, social, economic, and technological changes are imposing increasing stress on family structures, traditional values, and the ability to adapt to new environments in different societies. For the purposes of this paper, ""healthy family functioning"" is defined in terms of a family unit (however it is conceived in any given culture) effectively coping with cultural, environmental, psychosocial, and socioeconomic stresses throughout the family life cycle. While a review of international literature in the behavioural and biomedical sciences yields little data on comparative studies, there is growing awareness of the need for cooperative international research on family coping mechanisms and determinants of self-reliant communal coping behaviour, as well as more efficient utilization of already available knowledge. After consideration of methodological pitfalls of assessment procedures, there is a presentation of an evolving theory of healthy family functioning with the suggestion that studies of young married couples constitute a particularly promising vehicle for developing needed cooperative cross-cultural research.",Bulletin of the World Health Organization,1978,Switzerland,1978,70
299610,Determinants of consumer influence in a health systems agency.,"An 18-month study of consumer participation and influence in a Health Systems Agency (HSA) found consumer board members to be less influential than provider board members in agency decision-making. In an effort to investigate causes of the influence deficit experienced by consumer HSA board members three issues were studied: staff attitudes toward consumer participation; board member degree of representative accountability; and board member attitudes concerning commitment to consumer participation, commitment to health planning, health services attitude, and feelings of social powerlessness. Results indicated that staff members were favorable toward the concept of consumer participation. They recognized a lack of low-income minority participation, but they did not provide support or allocate resources to enhance consumers' ability to participate. Providers were less committed to consumer participation, felt more socially powerful, and had greater representative accountability than did consumers. Several strategies for increasing consumer influence in HSA decision-making processes are proposed.",Health education monographs,1978 Winter,United States,1978,70
26241,[Trends in modern international gerontological research. Psychological aspects].,"The present paper is based on the analysis of congress reports and gerontological journals and points up new trends in gerontological research. Quantitatively, there was an increase in the number of psycho-gerontological publications. However, relatively seen, they represent an almost unchanged percentage of the contributions to gerontological literature on the whole. Predominant themes in USA and West Germany are discussed. There is, on the one hand, an increasing differentiation and specialization of methodical contribution and, on the other hand, an increasing number of contributions which neglect the methodical aspect. A trend toward practically oriented research is shown, as can be seen in intervention gerontology. Aging is seen as a phanomena with biological, social, and ecological determinants. In conclusion the universality and generality of aging is questioned, the concept of a differential gerontology is proposed and so a greater consideration of the individuality of the aging process is found to be necessary.",Aktuelle Gerontologie,1978 Jan,Germany,1978,70
604890,Individual differences in self-conception: a multivariate approach.,"The present study investigated the determinants of the affective and denotative semantic structures in the process of self-conception. Three-mode data of semantic differential ratings of 11 ego-related concepts on a representative set of scales were obtained from a homogeneous group of 29 male college sophomores. Results for the scale mode indicated that after Osgood's three affective components were recaptured, three other orthogonal dimensions were interpretable denotative features. The concept mode consisted of five distinctive factors representing the multidimensional nature of self concepts. Differences among four types of subjects in their interactions between meaning systems and concept factors were highlighted by the rotated core matrix. Characteristics of subject-type homogeneities were further identified by regressions of their factor coefficients on a set of variables representing personality development, social behaviors, and attitudes.",Perceptual and motor skills,1977 Dec,United States,1977,70
22091912,Fertility decline in Germany: An econometric appraisal.,"Summary A re-analysis of Knodel's data provides some new results for the fertility decline in Germany and a new approach to testing hypotheses about the demographic transition. Two formulations of transition theory are compared: one emphasizing the importance of changing social and economic structure for fertility decline; the other, the changing relationships between fertility and its determinants over time. To evaluate these formulations, multivariate time series cross-sectional models are developed. The statistical models permit the estimation of relationships both cross-sectionally and over time. As a consequence, the ability of the independent variables to explain cross-sectional as against temporal differences is evaluated. Industrialization, urbanization, religious composition, migration, infant mortality and marriage patterns satisfactorily explain the fertility decline once regional differences have been taken into account. Persisting characteristics of regional units account for much of the unexplained variance. Industrialization is the main explanatory variable of fertility decline in Germany. In the period considered, its impact on fertility increased substantially.",Population studies,1977 Nov,England,1977,70
915694,"Creative productivity, age, and stress: a biographical time-series analysis of 10 classical composers.","The determinants of creative productivity were specified in the form of six hypotheses. Using a multivariate cross-sectional time-series design with several controls, the lives and works of 10 classical composers were analyzed into consecutive 5-year age periods. Two independent measures of productivity were operationalized (works and themes), with each measure subdivided into major and minor compositions according to a citation criterion. It was consistently found across both productivity measures that (a) quality of productivity is a probabilistic consequence of productive quantity and (b) total productivity, while affected by age and physical illness, is otherwise free of external influences (viz., social reinforcement, biographical stress, war intensity, and internal disturbances). Due to the more selective nature of the thematic productivity measure, the criterion of total themes alone was affected by competition and a time-wise bias. The article closes with a brief discussion of the broad substantive utility of the methodological design.",Journal of personality and social psychology,1977 Nov,United States,1977,70
23702,[Determinants of the Knowledge of the human aging process (author's transl)].,"1800 man and women were interviewed to get informations on there knowledge of the human aging process. The results showed, that the validity and the amount of these informations correlated with education and socio-economic status.",Aktuelle Gerontologie,1977 Nov,Germany,1977,70
914025,[Population problems of the present (author's transl)].,"At present objective predications on the trend of the population development at give economic and social conditions are very difficult since neither the axiom to report the facts correctly nor the axiom of neutrality in reporting determine what should or should not be included into the description of a situation. Common expressions such as population politics, marriage fatigue, contraction of the birth rate, generative behavior, contraception, termination of pregnancies, birth corntol capitalist economic order are loaded with emotions and can therefore not be considered to be neutral determinants in the description. In the field of demography and sociology no exact methodology and theory comparable to the natural sciences is existent. The solution to the described problem is probably linked to the question whether increasing technology and increasing intricacy of the organizations and increasing productions are compatable with the improvement of individual life expression. Temporarily attention is diverted by theoretical fashion trends, however old interest in finding the truth is not eliminated and the realization that the wish for a scientific solution is not within the realm of possibility, leads to resignation. Clarification of the basic factors requires a lot of individual thought. Demography and sociology are in danger when the demographer and sociologic identify with a certain economic or sociologic system, since this threatens to eliminate logical thought. Divergent opinions are given factors in any demographic or sociologic problem and must be accepted although they should always be criticized.",Geburtshilfe und Frauenheilkunde,1977 Sep,Germany,1977,70
910022,Family size and malnutrition in Santo Domingo.,"A case-control study of 82 urban Dominican women with a malnourished child and 82 women with a well-nourished child of the same age, sex, and neighborhood of residence revealed that the women of the control group had significantly lower parity and also had fewer living children. More women in the case group had used contraception at one time. Nevertheless, the prevalence of current contraceptive use was identical in the two groups. More women in the control group had undergone one or more spontaneous or induced abortions. Although the women in both groups were selected from the same neighborhoods, there is evidence to suggest that the the women in the control group may have had higher family incomes. The higher incomes could well account, at least in part, for the difference in parity between the two groups as well as for the difference in nutritional status in the preschool children of the mothers of these groups.","Public health reports (Washington, D.C. : 1974)",1977 Sep-Oct,United States,1977,70
411455,Gender and environment as determinants of behavior in infant common baboons (Papio cynocephalus).,"Two groups of infant baboons were observed. The breast-fed group was housed in a gang cage with nursing mothers (n = 13) and the other motherless group was in a wire-cage nursery habitat (n = 20). Differences in behavior due to gender and environment were tested by analysis of variance. The results do not support the hypothesis that innate sex differences exist in baboons aged 0-3 months. Nursery-reared subjects had significantly higher scores for rough-and-tumble play, stereotypy, threat, avoid, explore, high tension, and nonaggressive social behaviors, but these behaviors are not significantly different between sexes in either groups.",Archives of sexual behavior,1977 Sep,United States,1977,70
887331,Cultural relativity of toilet training readiness: a perspective from East Africa.,"Ideas about infant capabilities and toilet training practice have changed in the United States following cultural trends and the advice of child care experts. Anthropologists have shown that a society's specific infant training practices are adaptive to survival and cultural values. The different expectations of infant behavior of the East African Digo produces a markedly different toilet training approach than the current maturational readiness method recommended in America. The Digo believe that infants can learn soon after birth and begin motor and toilet training in the first weeks of life. With a nurturant conditioning approach, night and day dryness is accomplished by 5 or 6 months. The success of early Digo training suggests that sociocultural factors are more important determinants of toilet training readiness than is currently thought.",Pediatrics,1977 Aug,United States,1977,70
24408389,Verbal giftedness and sociopolitical intelligence: Terman revisited.,"This paper reports on a three-year study of sociopolitical intelligence-defined as the ability to formulate viable solutions to moral, social, and political problems-in adolescence. From an initial sample of 659 intellectually gifted 12- and 13-year-olds, 58 students with the highest SAT-V scores were selected for study. From a later sample of 506 equally gifted 13- and 14-year-olds, 120 students were selected using measures of verbal intelligence (DAT), social insight, and creative potential, as well as academic and nonacademic achievement. On the basis of a variety of personality and cognitive measures the students in both samples were found to be unusually mature and well adjusted but to vary considerably in sociopolitical intelligence. These results suggest in partial agreement with Terman's earlier findings concerning the gifted, that above a certain level of tested intelligence the critical determinants of effective, practical performance may be personality and biographical variables.",Journal of youth and adolescence,1977 Jun,United States,1977,70
864175,Intra-hospital transfer: effects on chronically ill psychogeriatric patients.,"Since the Vermont State Hospital was approaching a major transition period, it was decided to study systematically the effects of intra-unit and inter-unit transfer on its psychogeriatric patients. Ten patients were assessed by means of four standardized measures in the intra-unit study, specifically investigating the effects of integrating wards previously devoted either to chronic or to acute psychiatric illness. Twenty-five patients from a specialized geriatric unit were evaluated, by separate investigators, with respect to changes occuring as a result of their transfer to regional mixed units. The critical incident log, the problem classification form, and the clinical global impression showed some changes, for which there were several possible explanations. None of the changes was as dramatic as predicted by staff members holding divergent views prior to the study. The optimists predicted a ""blossoming"" of the psychogeriatric patients in the mixed, regional units, whereas the pessimists prophesied dire consequences. The group of patients studied was not completely homogeneous with respect to the effect to transfer. Clinical assessment after transfer could be relied on to detect improvement in some of these psychogeriatric patients and deterioration in others. Some understanding of the complexity of the multifactor determinants of change developed along with increased cooperation among the investigators and the nursing staff. A middle ground of mutual respect for fresh ideas and an appreciation for years of experience was reached.",Journal of the American Geriatrics Society,1977 Jun,United States,1977,70
862502,Determinants of placement outcome in the Foster Community Project.,"The Foster Community Project was established to reintegrate chronic psychiatric patients into the community through the combined efforts of the hospital staff, the patients and the citizens of two rural Missouri towns. Data collected over a seven year period was analyzed in order to determine which factors were associated with successful community adjustment following long term hospitalization. Results indicated that length of premorbid functioning, sex, and level of social functioning differentiated successful from unsuccessful participants. Additionally, Foster Community patients were older and had generally been hospitalized longer than patients who did not complete the program. Implications for future research and rehabilitation plans are given.",Diseases of the nervous system,1977 Jun,United States,1977,70
20790,"[Continuity of life situation and ""successful"" aging (author's transl)].","The determinants of ""successful"" aging have been a main concern in social gerontological research. The Continuity Hypothesis suggests that there is a relationship between an older person's life satisfaction and the similarity of his social life situation in middle adulthood and in old age. The old person is the more likely to score low in life satisfaction the less similar his old age situation to his life situation in middle adulthood. This hypothesis has been tested in summer 1973 in Cologne with a sample of 406 people aged 65 and over. Findings indicate that continuity of life situation may be an important variable accounting for life satisfaction in old age. Moreover, it could be shown that the various negatively experienced life changes since adulthoood formed a complex of interacting variables, thereby increasing the negative effect on the old person's life satisfaction. Health proved to be one of the most important variables. The continuity hypothesis as stated here represents a modified version of activity theory.",Aktuelle Gerontologie,1977 Jun,Germany,1977,70
852365,Psychiatric hospitalization. I. Comparison of public and private delivery systems.,"The effect of financial requirements for admission on the delivery of psychiatric treatment services was studied by comparing all patients admitted to the psychiatric services of a public and a private general hospital, serving geographically similar areas. Patients admitted to these two services (both staffed by the same Department of Psychiatry) were compared in a variety of factors relating to admission determinants, diagnosis, length of hospitalization, and type of treatment. The two patient groups differed in a number offactors, including presenting problems, diagnoses, and.psychological concept of their illnesses. The public hospital patients were less likely to receive somatic treatments (especially psychotropic drugs) and more likely to be hospitalized for longer periods than were the private hospital patients. These findings, although inconclusive because of social class, age, and sex variables, suggest that financial requirements for admission affect the intensity and expeditiousness of the treatment.",Diseases of the nervous system,1977 May,United States,1977,70
64761,Vaccination against whooping-cough. Efficacy versus risks.,"Calculations based on the mortality of whooping-cough before 1957 predict accurately the subsequent decline and the present low mortality. Notifications of incidence, though variable and incomplete, follow the same pattern of steady decline in the United Kingdom and are unaffected either by small-scale vaccination beginning about 1948 or by nationwide vaccination beginning in 1957. When valid comparisons can be made, attack-rates may be lower and complications fewer in vaccinated children, but allowance has to be made for overcrowding and socio-economic differences which may be more important as determinants of attack-rates. No protection by vaccination is demonstrable in infants. Adverse reactions and neurotoxicity following vaccinations were studied in 160 cases. In 79, the relationship to pertussis vaccine was strong. In 14 of these cases, reaction was transient but characteristic of a syndrome of shock and cerebral disturbance, which, in the other 65 cases, was followed by convulsions, hyperkinesis, and severe mental defect. It seems likely that most adverse reactions are unreported and that many are overlooked. Precise information about the efficacy and safety of this vaccine is lacking, because existing provisions, national and international, for epidemiological surveillance and evaluation are inadequate. The claim by official bodies that the risks of whooping-cough exceed those of vaccination is questionable, at least in the U.K.","Lancet (London, England)",1977 Jan 29,England,1977,70
11608207,"Asylum psychiatry, neurology, social work, and mental hygiene: an exploratory study in interprofessional history.","The author proposes that an adequate appreciation of the American mental health movement will require, ultimately, an appreciation of the concurrent developments in the histories of related professions (e.g., asylum psychiatry, neurology, social work, and public mental health). In this exploratory review, the author demonstrates some reciprocal influences between these professions which were significant determinants for their present positions. Suggestions are offered for other needed interprofessional historical studies in this area.",Journal of the history of the behavioral sciences,1977 Jan,United States,1977,70
914436,"Impotence, frigidity and depersonalization.","A review of important psychoanalytic literature in the perplexing area of depersonalization focuses primarily on its phenomenology and genesis. Case material from two patients elucidates a relatively neglected, specific substate. These two analyses center about prominent complaints of impotence and frigidity which are seen as equivalents of, or screens for, underlying depersonalization. Only by understanding and working through the genesis of the masked depersonalization could these sexual dysfunctions be adequately treated. Depersonalization was also manifest outside the sexual sphere, but its presence there led to a more thorough elucidation of its etiology, in which actual childhood observations of the primal scene were of paramount importance. A comprehensive description of depersonalization phenomenology is offered which considers this state as a compromise formulation with contributions from each structure of the mental apparatus. Normal and pathological determinants of the sesation of a split within the self into observing and participating aspects are described, as is the genesis of feelings of alienation and estrangement.",International journal of psychoanalytic psychotherapy,1977,United States,1977,70
402883,Genetic and environmental determinants of growth of school-aged children in a rural Colombian population.,"Parent-offspring correlations and heritabilities of body measurements from midparent-offspring regressions are presented for school-aged children from the village of Tenza, Colombia (N = 403 families). Parent-child correlations and midparent regressions in this subsistence farming sample, are similar in magnitude to those for well nourished, urban industrial samples, suggesting that the environmental component of variability in body size is the same regardless of the environment. Tenza children are significantly shorter and lighter than upper class Bogota children, and Tenza parents have mean heights and weights similar to those of other lower class Colombian samples. Thus, chronic undernutrition has affected the growth of parents and continues to affect the growth of the present generation. Although it has been hypothesized that heritability of growth might be reduced in samples experiencing malnutrition and its sequelae, such a reduction may only be observable where environment of parents during their development is different from that of their offspring, which is not the case here. The pattern of heritabilities with respect to different body measurements in Tenza, is similar to that seen in well nourished samples, except that measurements of breadth (biacromial, bicristal, bicondylar) have heritabilities similar in magnitude to those of linear measurements (height, sitting-height, subischial length) especially in males; and heritabilities of some measurements related to adiposity are significantly higher in daughters than in sons.",Annals of human biology,1977 Jan,England,1977,70
144719,Some determinants of the reinforcing and punishing effects of timeout.,"Some determinants of the reinforcing and punishing properties of timeout were investigated in two experiments. Experiment I began as an attempt to reduce the frequency of tantrums in a 6-yr-old autistic girl by using timeout. Unexpectedly, the result was a substantial increase in the frequency of tantrums. Using a reversal design, subsequent manipulations showed that the opportunity to engage in self-stimulatory behavior during the timeout period was largely responsible for the increase in tantrums. Experiment II was initiated following the failure of timeout to reduce the spitting and self-injurious behavior of a 16-yr-old retarded boy. Using a multiple-baseline design, the nature of the timein environment was shown to be an important determinant of the effects of timeout. When the timein environment was ""enriched"", timeout was effective as a punisher. A conception of timeout in terms of the relative reinforcing properties of timein and timeout and their clinical implications are discussed.",Journal of applied behavior analysis,1977 Fall,United States,1977,70
981073,Marihuana use. Biologic and behavioral aspects.,"More than 70 male chronic marihuana users were studied under research ward conditions for a 31-day period consisting of 5 days of baseline assessment, 21 days of marihuana availability, and 5 days of postsmoking assessment. Biological findings were for the most part within normal limits. Blood chemistry studies showed no abnormalities. Plasma testosterone levels for all subjects at all times during the study were well within normal limits, suggesting that previous reports of testosterone suppression by marihuana may have statistical but not biologic singificance. A significant reduction in baseline vital capacity was observed in six subjects, a compromise in pulmonary function similar to that characteristically produced by chronic inhalation of substances, such as tobacco smoke, which are irritants to the lung. Increased caloric intake and weight gain occurred in virtually all subjects and were causally related to marihuana smoking. The weight gain may be attributable to water retention as well as increased caloric intake. Behavioral findings indicated that no uniform alteration in mood is produced by marihuana smoking--all subjects reported becoming ""high"", but experienced no consistent degree of euphoria. Mood changes which occurred were relatively mild and were largely dependent on group determinants rather than individual experience. No relationship could be established between marihuana use and motivation to work or engage in socially desirable activities. Evidence that pulmonary function may be compromised as a function of marihuana smoking suggests the need for alerting individuals to this potential health hazard. As was true of cigarette smoking, the eventual public health consequences of marihuana use may become apparent only after large numbers of individuals have smoked marihuana for two or three decades.",Postgraduate medicine,1976 Nov,England,1976,70
993963,Conservatism as a determinant of sexual experiences.,An examination of the relationship of conservatism to reports of sexual experiences and reasons for nonparticipation was conducted using 64 male and 50 female introductory psychology students. Conservatism was found to be inversely related to the frequency and variety of sexual behaviors. High conservative subjects gave the reason that it was morally wrong more often than any other reason for not engaging in coital activities and more intimate forms of petting. Results were in accord with previous research and were interpreted as supporting the notion that the fear of loss of control of one's impulses and hence the basis for conservative attitudes are determinants of sexual experiences.,Journal of personality assessment,1976 Oct,England,1976,70
976916,[Dimensions of experience in encounter groups. Empirical studies on client-centered group activities].,"The experiencing of participants of client-centered encounter groups served to demonstrate possibilities and limits of current models of the group process. This was done by analyzing the correlations between 5 dimensions of experiencing and aims of group participation, personality variables, modus of participation i.e. patient, student, therapist, time of participation, and group setting. The experiencing dimensions included 1. sympathy, trust, understanding, and help between members, 2. freedom from anxiety and stress, 3. openness, controversy and feedback, 4. momentary strong and basic feelings in one's self and others, 5. understanding, help and closeness of the group facilitator. The results show: Successful group participation was to the extent of maximal 50% determined by the experiences immanent in the client centered group process concept. Personality variables measured by tests determined the experiencing in the group to an extent of maximal 10%, supposedly less than the group experiencing was influenced by special characteristics of the group development for example the initial phase of group formation, member characteristics like age, attitudes concerning group work, and conventions of social behaviour. Even less relevant as determinants of group experiencing were differences of group setting and social pressure in the direction of uniform experiences at least within the first 20 hours of group participation.",Fortschritte der Medizin,1976 Sep 16,Germany,1976,70
963363,Socio-cultural determinants of attempted suicide among West Indians in Birmingham: ethnic origin and immigrant status.,"The author studied the significance of ethnic origin and immigrant status in attempted suicide. Epidemiological data (1969-72) indicated that self-poisoning among West Indian immigrants in Birmingham was less prevalent than among natives there but more prevalent than in the West Indies. The association of recent pregnancy with attempted suicide among young immigrant patients was noteworthy. Attempted suicide among immigrants was often relatively benign; few abused alcohol or drugs or made repeated attempts. The markedly lower male rate of attempted suicide, and its rarity in older persons, confirms previous findings.",The British journal of psychiatry : the journal of mental science,1976 Sep,England,1976,70
958801,Determinants of personal space in young children: perception of distance cues.,"Two methods of assessing personal space in young children were examined in a group of 24 boys and 24 girls, aged 3 to 6 yr. When sex of peer figures and affect attributed to them were varied, 3-yr.-olds made distance-cue judgements based on affect but failed to use affect cues in structuring personal space. However, 4- to 6-yr.-olds readily perceived and used distance to communicate the affective quality of peer relations. On both measures, perception of distance cues increased with age. Only girls also used sex of figures as a social cue in depicting appropriate distances.",Perceptual and motor skills,1976 Aug,United States,1976,70
1271234,Trait salience in the spontaneous self-concept.,"A discrimination theory of selective perception was used to predict that a given trait would be spontaneously salient in a person's self-concept to the exten that this trait was distinctive for the person within her or his social groups. Sixth-grade students' general and physical spontaneous self-concepts were elicited in their classroom settings. The distinctiveness within the classroom of each student's characteristics on each of a variety of dimensions was determined, and it was found that in a majority of cases the dimension was significantly more salient in the spontaneous self-concepts of those students whose characteristic on thedimension was more distinctive. Also reported are incidental findings which include a description of the contents of spontaneous self-comcepts as well as determinants of their length and of the spontaneous mention of one's sex as part of one's self-concept.",Journal of personality and social psychology,1976 Jun,United States,1976,70
1269304,Birth order and sex of sibling as determinants of mother-infant interaction.,"Mother-infant interaction was assessed on 32 first- and second-born siblings when each was 3 months old. Data were colleted during 2 6-hour naturalistic home observations using a modified time-sampling technique. The sample consisted of 4 equal-size subgroups of same and opposite sex sibling pairs. Results suggested that interaction between a mother and her infant varied depending on the birth order and gender of the infant. Mothers spent significantly less time in social, affectionate, and caretaking interaction (except for feeding activities) with their second borns than they had with their firstborns; this difference was greater if the second born was female. Certain patterns of maternal behaviors appeared to be stable from one sibling to the other. Different types of interaction between the mothers and their younger infants were related to attention-seeking behavior in the firstborn male and female siblings.",Child development,1976 Jun,United States,1976,70
955763,Suicide and self-poisoning in Great Britain and Ireland.,"Reported national rates of suicide remain fairly stable from year to year and considerable differences persist between countries. Reported rates of suicide also differ from actual rates according to the social influences and the legal procedure both in attributing suicide and also in how the death is recorded and coded. This paper compares the rates of suicide and non-fatal self-poisoning in Scotland, England and Wales, and Ireland, and also examines suicide rates in people born in Ireland but now resident in England and Wales. The rise in overdose admissions to hospital which is continuing in relative degrees in all communities of Great Britain and Ireland, except Northern Ireland, does not seem to be correlated with trends in fatal suicide behaviour. Further studies on all aspects of the subject are needed to clarify the social determinants involved and to identify ways in which further increases can be contained.",International journal of epidemiology,1976 Jun,England,1976,70
1278577,The continuation of education after marriage among women in the United States: 1970.,"Data from the 1970 National Fertility Study are used to assess the extent and determinants of post-nuptial education among women in the United States. Over one-fifth of all women have attended high school or college since marriage; over one-third either have returned to school or anticipate returning to an academic institution sometime in the future. This phenomenon is apparently increasing since women married less than five years have already attended school in as great a proportion as women married 15-19 years. Examination of differentials reveals for both blacks and whites that post-nupital education is higher among women who: (1) attended college before marriage, (2) married early, (3) are currently separated or divorced, (4) support egalitarian sex-role attitudes, or (5) whose most recent occupation is in the professional, managerial, or administrative category. Post-nuptial trends in education undoubtedly reflect the much broader social phenomenon of changing sex-role perceptions.",Demography,1976 May,United States,1976,70
1271881,Socioeconomic and need determinants of ambulatory care use: path analysis of the 1970 Health Interview Survey data.,"Path analysis is applied to a subsample of the 1970 National Health Interview Survey data to identify the direct and indirect effects of major socioeconomic determinants of ambulatory care utilization. The recursive model of ten equations is predicated on the notion that the dominant determinant is need, measured as activity limitation caused by chronic conditions and restricted activity days. Age, sex, income, education, and other variables are seen both as direct determinants and as acting through their effects on morbidity. The results demonstrate a complex set of relationships among the variables not identifiable in less complex analyses. Both income and education are shown to have pervasive effects. The measure of chronic disability is shown not only to affect utilization directly but to have an even larger indirect effect through its association with increased incidence of acute conditions.",Medical care,1976 May,United States,1976,70
